city,date,hour,temperature,humidity,pm25,illumination
北京鹫峰国家森林公园,2026-06-02,17:30,24.5,73.0,38.8,24977.3
北京鹫峰国家森林公园,2026-06-02,17:35,24.3,70.0,38.2,21904.3
北京鹫峰国家森林公园,2026-06-02,17:40,22.4,75.3,38.4,25902.0
北京鹫峰国家森林公园,2026-06-02,17:45,23.5,69.1,36.5,19189.8
北京鹫峰国家森林公园,2026-06-02,17:50,23.2,73.5,39.0,18130.8
北京鹫峰国家森林公园,2026-06-02,17:55,23.5,74.0,35.8,17795.0
北京鹫峰国家森林公园,2026-06-02,18:00,23.1,76.2,41.2,19563.6
北京鹫峰国家森林公园,2026-06-02,18:05,22.0,73.9,38.5,16546.9
北京鹫峰国家森林公园,2026-06-02,18:10,22.4,75.9,43.8,16493.3
北京鹫峰国家森林公园,2026-06-02,18:15,21.9,76.1,38.8,12341.4
北京鹫峰国家森林公园,2026-06-02,18:20,21.0,74.0,40.0,12378.4
北京鹫峰国家森林公园,2026-06-02,18:25,22.0,78.3,41.5,12523.7
北京鹫峰国家森林公园,2026-06-02,18:30,20.1,74.7,41.6,11464.0
北京鹫峰国家森林公园,2026-06-02,18:35,20.7,74.1,37.6,10081.8
北京鹫峰国家森林公园,2026-06-02,18:40,21.9,77.5,39.5,8741.7
北京鹫峰国家森林公园,2026-06-02,18:45,21.8,78.5,37.0,6823.2
北京鹫峰国家森林公园,2026-06-02,18:50,19.2,78.8,41.8,6457.9
北京鹫峰国家森林公园,2026-06-02,18:55,19.6,80.8,40.9,4715.9
北京鹫峰国家森林公园,2026-06-02,19:00,19.7,76.4,38.6,4210.6
北京鹫峰国家森林公园,2026-06-02,19:05,18.5,81.3,36.0,3357.9
北京鹫峰国家森林公园,2026-06-02,19:10,18.8,82.5,36.1,2426.3
北京鹫峰国家森林公园,2026-06-02,19:15,19.9,82.3,42.1,1781.2
北京鹫峰国家森林公园,2026-06-02,19:20,19.0,81.2,40.5,1241.4
北京鹫峰国家森林公园,2026-06-02,19:25,19.5,79.0,39.4,844.3
北京鹫峰国家森林公园,2026-06-02,19:30,19.5,85.2,36.8,343.9
北京鹫峰国家森林公园,2026-06-02,19:35,18.7,83.3,38.0,25.5
北京鹫峰国家森林公园,2026-06-02,19:40,17.5,80.7,41.0,0.0
北京鹫峰国家森林公园,2026-06-02,19:45,17.0,86.1,43.5,0.0
北京鹫峰国家森林公园,2026-06-02,19:50,17.7,81.7,39.7,0.0
北京鹫峰国家森林公园,2026-06-02,19:55,17.9,86.5,40.9,0.0
北京鹫峰国家森林公园,2026-06-02,20:00,17.0,84.7,39.4,0.0
北京鹫峰国家森林公园,2026-06-02,20:05,17.9,85.7,39.2,0.0
北京鹫峰国家森林公园,2026-06-02,20:10,17.1,80.2,41.0,0.0
北京鹫峰国家森林公园,2026-06-02,20:15,17.4,81.1,45.9,0.0
北京鹫峰国家森林公园,2026-06-02,20:20,19.1,81.3,38.5,0.0
北京鹫峰国家森林公园,2026-06-02,20:25,18.3,81.8,44.9,0.0
北京鹫峰国家森林公园,2026-06-02,20:30,18.1,84.9,42.1,0.0
北京鹫峰国家森林公园,2026-06-02,20:35,17.4,80.6,43.5,0.0
北京鹫峰国家森林公园,2026-06-02,20:40,17.1,84.0,44.7,0.0
北京鹫峰国家森林公园,2026-06-02,20:45,18.2,83.3,40.2,0.0
北京鹫峰国家森林公园,2026-06-02,20:50,17.6,85.3,40.4,0.0
北京鹫峰国家森林公园,2026-06-02,20:55,17.9,81.5,41.2,0.0
北京鹫峰国家森林公园,2026-06-02,21:00,16.9,83.1,42.1,0.0
北京鹫峰国家森林公园,2026-06-02,21:05,18.1,82.4,37.3,0.0
北京鹫峰国家森林公园,2026-06-02,21:10,19.0,80.2,35.9,0.0
北京鹫峰国家森林公园,2026-06-02,21:15,18.7,84.5,40.2,0.0
北京鹫峰国家森林公园,2026-06-02,21:20,19.3,83.8,38.0,0.0
北京鹫峰国家森林公园,2026-06-02,21:25,19.2,83.4,41.6,0.0
北京鹫峰国家森林公园,2026-06-02,21:30,17.3,83.4,32.8,0.0
北京鹫峰国家森林公园,2026-06-02,21:35,17.8,84.4,35.4,0.0
北京鹫峰国家森林公园,2026-06-02,21:40,19.5,84.5,33.3,0.0
北京鹫峰国家森林公园,2026-06-02,21:45,19.2,83.1,38.3,0.0
北京鹫峰国家森林公园,2026-06-02,21:50,19.0,81.1,31.6,0.0
北京鹫峰国家森林公园,2026-06-02,21:55,17.7,80.4,32.9,0.0
北京鹫峰国家森林公园,2026-06-02,22:00,19.4,83.8,41.6,0.0
北京鹫峰国家森林公园,2026-06-02,22:05,18.5,79.9,37.7,0.0
北京鹫峰国家森林公园,2026-06-02,22:10,18.5,82.7,33.8,0.0
北京鹫峰国家森林公园,2026-06-02,22:15,17.7,84.6,33.7,0.0
北京鹫峰国家森林公园,2026-06-02,22:20,19.2,82.1,34.9,0.0
北京鹫峰国家森林公园,2026-06-02,22:25,18.0,79.5,41.0,0.0
北京鹫峰国家森林公园,2026-06-02,22:30,18.3,84.4,37.5,0.0
北京鹫峰国家森林公园,2026-06-02,22:35,18.6,84.7,33.6,0.0
北京鹫峰国家森林公园,2026-06-02,22:40,19.2,82.0,37.6,0.0
北京鹫峰国家森林公园,2026-06-02,22:45,18.9,81.7,40.5,0.0
北京鹫峰国家森林公园,2026-06-02,22:50,17.7,82.1,36.7,0.0
北京鹫峰国家森林公园,2026-06-02,22:55,19.2,83.1,37.9,0.0
北京鹫峰国家森林公园,2026-06-02,23:00,17.9,81.1,43.4,0.0
北京鹫峰国家森林公园,2026-06-02,23:05,18.1,82.9,36.3,0.0
北京鹫峰国家森林公园,2026-06-02,23:10,19.9,86.4,38.2,0.0
北京鹫峰国家森林公园,2026-06-02,23:15,18.6,82.9,38.1,0.0
北京鹫峰国家森林公园,2026-06-02,23:20,20.1,84.3,36.9,0.0
北京鹫峰国家森林公园,2026-06-02,23:25,19.3,85.0,44.2,0.0
北京鹫峰国家森林公园,2026-06-02,23:30,18.8,81.2,34.5,0.0
北京鹫峰国家森林公园,2026-06-02,23:35,19.9,82.6,44.2,0.0
北京鹫峰国家森林公园,2026-06-02,23:40,18.7,86.0,41.2,0.0
北京鹫峰国家森林公园,2026-06-02,23:45,20.3,83.2,34.4,0.0
北京鹫峰国家森林公园,2026-06-02,23:50,20.0,85.2,40.5,0.0
北京鹫峰国家森林公园,2026-06-02,23:55,18.9,81.9,38.6,0.0
北京鹫峰国家森林公园,2026-06-03,00:00,20.4,81.7,38.7,0.0
北京鹫峰国家森林公园,2026-06-03,00:05,20.6,80.4,38.6,0.0
北京鹫峰国家森林公园,2026-06-03,00:10,19.1,83.0,36.3,0.0
北京鹫峰国家森林公园,2026-06-03,00:15,18.9,83.7,40.4,0.0
北京鹫峰国家森林公园,2026-06-03,00:20,19.4,86.0,38.1,0.0
北京鹫峰国家森林公园,2026-06-03,00:25,20.8,86.6,34.2,0.0
北京鹫峰国家森林公园,2026-06-03,00:30,20.3,81.4,42.3,0.0
北京鹫峰国家森林公园,2026-06-03,00:35,19.4,82.3,37.0,0.0
北京鹫峰国家森林公园,2026-06-03,00:40,19.4,87.3,34.3,0.0
北京鹫峰国家森林公园,2026-06-03,00:45,19.0,86.3,42.6,0.0
北京鹫峰国家森林公园,2026-06-03,00:50,20.0,86.3,42.1,0.0
北京鹫峰国家森林公园,2026-06-03,00:55,19.8,81.5,33.2,0.0
北京鹫峰国家森林公园,2026-06-03,01:00,18.9,81.2,42.7,0.0
北京鹫峰国家森林公园,2026-06-03,01:05,19.5,85.5,36.6,0.0
北京鹫峰国家森林公园,2026-06-03,01:10,19.3,86.8,37.0,0.0
北京鹫峰国家森林公园,2026-06-03,01:15,19.1,84.3,34.7,0.0
北京鹫峰国家森林公园,2026-06-03,01:20,18.0,84.9,42.8,0.0
北京鹫峰国家森林公园,2026-06-03,01:25,18.0,83.7,42.6,0.0
北京鹫峰国家森林公园,2026-06-03,01:30,19.0,86.5,37.7,0.0
北京鹫峰国家森林公园,2026-06-03,01:35,19.4,82.3,38.6,0.0
北京鹫峰国家森林公园,2026-06-03,01:40,19.4,82.3,34.6,0.0
北京鹫峰国家森林公园,2026-06-03,01:45,19.9,84.0,43.7,0.0
北京鹫峰国家森林公园,2026-06-03,01:50,18.9,84.5,42.4,0.0
北京鹫峰国家森林公园,2026-06-03,01:55,19.4,83.0,40.7,0.0
北京鹫峰国家森林公园,2026-06-03,02:00,18.9,85.5,37.9,0.0
北京鹫峰国家森林公园,2026-06-03,02:05,19.7,86.2,35.2,0.0
北京鹫峰国家森林公园,2026-06-03,02:10,18.0,83.7,35.5,0.0
北京鹫峰国家森林公园,2026-06-03,02:15,17.6,82.1,37.6,0.0
北京鹫峰国家森林公园,2026-06-03,02:20,19.6,84.2,45.4,0.0
北京鹫峰国家森林公园,2026-06-03,02:25,19.5,83.0,44.4,0.0
北京鹫峰国家森林公园,2026-06-03,02:30,18.4,84.2,42.3,0.0
北京鹫峰国家森林公园,2026-06-03,02:35,17.7,88.0,41.0,0.0
北京鹫峰国家森林公园,2026-06-03,02:40,18.5,83.4,41.9,0.0
北京鹫峰国家森林公园,2026-06-03,02:45,19.5,86.5,45.8,0.0
北京鹫峰国家森林公园,2026-06-03,02:50,17.7,82.4,36.4,0.0
北京鹫峰国家森林公园,2026-06-03,02:55,18.5,86.6,46.1,0.0
北京鹫峰国家森林公园,2026-06-03,03:00,17.9,84.1,38.9,0.0
北京鹫峰国家森林公园,2026-06-03,03:05,18.0,87.1,42.3,0.0
北京鹫峰国家森林公园,2026-06-03,03:10,19.3,82.8,40.5,0.0
北京鹫峰国家森林公园,2026-06-03,03:15,17.5,83.3,39.5,0.0
北京鹫峰国家森林公园,2026-06-03,03:20,19.4,89.1,42.9,0.0
北京鹫峰国家森林公园,2026-06-03,03:25,18.7,84.7,38.1,0.0
北京鹫峰国家森林公园,2026-06-03,03:30,17.6,87.9,41.1,0.0
北京鹫峰国家森林公园,2026-06-03,03:35,18.0,88.9,40.2,0.0
北京鹫峰国家森林公园,2026-06-03,03:40,19.4,84.9,45.0,0.0
北京鹫峰国家森林公园,2026-06-03,03:45,19.3,86.8,47.1,0.0
北京鹫峰国家森林公园,2026-06-03,03:50,17.3,83.3,43.3,0.0
北京鹫峰国家森林公园,2026-06-03,03:55,18.5,87.8,46.0,0.0
