74,DEV-0008,NETWORK_OFFLINE,3,1,2026-05-25 18:00:00+08:00
75,DEV-0029,SIGNAL_WEAK,1,1,2026-03-25 08:00:00+08:00
76,DEV-0104,LENS_DIRTY,3,0,2026-04-21 01:00:00+08:00
77,DEV-0051,NETWORK_OFFLINE,3,1,2026-05-18 04:00:00+08:00
78,DEV-0065,NETWORK_OFFLINE,4,0,2026-03-29 04:00:00+08:00
79,DEV-0066,SENSOR_ERROR,1,0,2026-05-23 06:00:00+08:00
80,DEV-0084,STORAGE_FULL,2,0,2026-05-27 23:00:00+08:00
81,DEV-0032,SENSOR_ERROR,4,1,2026-06-14 21:00:00+08:00
82,DEV-0063,IMAGE_BLUR,5,0,2026-05-22 18:00:00+08:00
83,DEV-0053,IMAGE_BLUR,4,0,2026-05-18 01:00:00+08:00
84,DEV-0039,POWER_FAILURE,1,1,2026-05-09 12:00:00+08:00
85,DEV-0062,CPU_SPIKE,5,1,2026-03-28 15:00:00+08:00
86,DEV-0079,NETWORK_OFFLINE,2,0,2026-04-25 13:00:00+08:00
87,DEV-0047,POWER_FAILURE,3,1,2026-03-27 18:00:00+08:00
88,DEV-0071,SIGNAL_WEAK,5,0,2026-04-28 03:00:00+08:00
89,DEV-0054,CPU_SPIKE,5,0,2026-04-10 21:00:00+08:00
90,DEV-0037,CPU_SPIKE,1,1,2026-05-14 11:00:00+08:00
91,DEV-0016,SIGNAL_WEAK,2,0,2026-05-02 12:00:00+08:00
92,DEV-0016,STORAGE_FULL,4,0,2026-03-27 02:00:00+08:00
93,DEV-0120,SENSOR_ERROR,5,1,2026-04-17 14:00:00+08:00
94,DEV-0093,POWER_FAILURE,3,1,2026-04-16 21:00:00+08:00
95,DEV-0079,LENS_DIRTY,2,0,2026-05-04 10:00:00+08:00
96,DEV-0021,POWER_FAILURE,5,1,2026-05-22 04:00:00+08:00
97,DEV-0066,SENSOR_ERROR,3,0,2026-05-16 17:00:00+08:00
98,DEV-0046,CPU_SPIKE,4,0,2026-04-17 20:00:00+08:00
99,DEV-0016,NETWORK_OFFLINE,5,1,2026-04-30 09:00:00+08:00
100,DEV-0009,OVERHEAT,3,1,2026-05-01 05:00:00+08:00
101,DEV-0019,STORAGE_FULL,1,1,2026-05-07 06:00:00+08:00
102,DEV-0018,SIGNAL_WEAK,4,1,2026-06-09 17:00:00+08:00
103,DEV-0059,POWER_FAILURE,1,1,2026-05-09 09:00:00+08:00
104,DEV-0070,SIGNAL_WEAK,3,0,2026-05-07 02:00:00+08:00
105,DEV-0043,SENSOR_ERROR,1,1,2026-04-17 01:00:00+08:00
106,DEV-0078,NETWORK_OFFLINE,5,1,2026-06-04 04:00:00+08:00
107,DEV-0096,STORAGE_FULL,1,0,2026-03-30 17:00:00+08:00
108,DEV-0039,SENSOR_ERROR,1,1,2026-06-02 03:00:00+08:00
109,DEV-0049,IMAGE_BLUR,3,1,2026-04-02 02:00:00+08:00
110,DEV-0070,SENSOR_ERROR,1,0,2026-06-04 22:00:00+08:00
111,DEV-0114,CPU_SPIKE,5,1,2026-05-12 09:00:00+08:00
112,DEV-0053,LENS_DIRTY,3,1,2026-03-23 06:00:00+08:00
113,DEV-0098,SENSOR_ERROR,1,0,2026-04-14 06:00:00+08:00
114,DEV-0040,SIGNAL_WEAK,4,0,2026-03-31 12:00:00+08:00
115,DEV-0106,NETWORK_OFFLINE,5,0,2026-05-27 19:00:00+08:00
116,DEV-0001,OVERHEAT,3,1,2026-05-12 02:00:00+08:00
117,DEV-0040,SIGNAL_WEAK,5,1,2026-05-07 20:00:00+08:00
118,DEV-0081,SENSOR_ERROR,5,0,2026-05-05 07:00:00+08:00
119,DEV-0019,IMAGE_BLUR,5,1,2026-04-27 19:00:00+08:00
120,DEV-0102,POWER_FAILURE,1,1,2026-06-08 09:00:00+08:00
121,DEV-0103,CPU_SPIKE,5,1,2026-05-24 12:00:00+08:00
122,DEV-0037,NETWORK_OFFLINE,1,0,2026-05-23 03:00:00+08:00
123,DEV-0093,LENS_DIRTY,4,1,2026-06-01 09:00:00+08:00
124,DEV-0054,IMAGE_BLUR,4,1,2026-04-18 17:00:00+08:00
125,DEV-0097,CPU_SPIKE,4,1,2026-05-25 09:00:00+08:00
126,DEV-0012,NETWORK_OFFLINE,4,1,2026-06-18 00:00:00+08:00
127,DEV-0085,SENSOR_ERROR,5,1,2026-04-10 18:00:00+08:00
128,DEV-0029,LENS_DIRTY,3,0,2026-05-30 20:00:00+08:00
129,DEV-0115,IMAGE_BLUR,3,1,2026-04-05 08:00:00+08:00
130,DEV-0014,OVERHEAT,5,1,2026-03-27 19:00:00+08:00
131,DEV-0112,NETWORK_OFFLINE,1,1,2026-04-10 06:00:00+08:00
132,DEV-0017,SIGNAL_WEAK,1,1,2026-04-15 03:00:00+08:00
133,DEV-0007,POWER_FAILURE,3,1,2026-06-08 14:00:00+08:00
134,DEV-0098,STORAGE_FULL,4,0,2026-04-09 14:00:00+08:00
135,DEV-0093,CPU_SPIKE,4,1,2026-04-10 21:00:00+08:00
136,DEV-0011,SIGNAL_WEAK,4,1,2026-06-18 09:00:00+08:00
137,DEV-0065,OVERHEAT,1,1,2026-04-16 01:00:00+08:00
138,DEV-0106,NETWORK_OFFLINE,1,0,2026-04-02 10:00:00+08:00
139,DEV-0047,SENSOR_ERROR,5,1,2026-05-23 04:00:00+08:00
140,DEV-0074,SENSOR_ERROR,3,0,2026-05-25 20:00:00+08:00
141,DEV-0019,SIGNAL_WEAK,1,1,2026-05-17 13:00:00+08:00
142,DEV-0042,OVERHEAT,3,0,2026-04-21 21:00:00+08:00
143,DEV-0060,OVERHEAT,1,1,2026-05-02 20:00:00+08:00
144,DEV-0102,POWER_FAILURE,4,0,2026-04-05 09:00:00+08:00
145,DEV-0102,SIGNAL_WEAK,4,0,2026-03-26 08:00:00+08:00
146,DEV-0044,CPU_SPIKE,2,0,2026-05-15 06:00:00+08:00
147,DEV-0023,POWER_FAILURE,4,1,2026-05-13 23:00:00+08:00
148,DEV-0006,SIGNAL_WEAK,3,0,2026-04-23 13:00:00+08:00
149,DEV-0064,STORAGE_FULL,3,0,2026-04-19 15:00:00+08:00
150,DEV-0056,NETWORK_OFFLINE,2,1,2026-06-05 14:00:00+08:00
151,DEV-0095,SENSOR_ERROR,4,0,2026-04-19 22:00:00+08:00
152,DEV-0045,SENSOR_ERROR,2,0,2026-05-27 10:00:00+08:00
153,DEV-0052,LENS_DIRTY,2,1,2026-04-15 22:00:00+08:00
154,DEV-0098,SIGNAL_WEAK,4,0,2026-03-23 20:00:00+08:00
155,DEV-0035,IMAGE_BLUR,5,0,2026-04-29 05:00:00+08:00
156,DEV-0034,SENSOR_ERROR,5,0,2026-03-25 10:00:00+08:00
157,DEV-0056,SENSOR_ERROR,4,1,2026-04-04 04:00:00+08:00
158,DEV-0017,CPU_SPIKE,1,0,2026-05-13 12:00:00+08:00
159,DEV-0022,LENS_DIRTY,1,1,2026-05-25 03:00:00+08:00
160,DEV-0100,NETWORK_OFFLINE,2,1,2026-05-26 23:00:00+08:00
161,DEV-0118,POWER_FAILURE,1,0,2026-05-16 18:00:00+08:00
162,DEV-0085,SIGNAL_WEAK,3,0,2026-06-13 00:00:00+08:00
163,DEV-0071,IMAGE_BLUR,1,0,2026-04-22 01:00:00+08:00
164,DEV-0068,NETWORK_OFFLINE,4,0,2026-05-17 02:00:00+08:00
165,DEV-0064,LENS_DIRTY,4,0,2026-05-11 01:00:00+08:00
166,DEV-0081,POWER_FAILURE,2,0,2026-06-17 09:00:00+08:00
167,DEV-0113,STORAGE_FULL,4,1,2026-04-04 12:00:00+08:00
168,DEV-0021,OVERHEAT,4,1,2026-05-20 02:00:00+08:00
169,DEV-0025,CPU_SPIKE,3,0,2026-03-26 12:00:00+08:00
170,DEV-0031,IMAGE_BLUR,3,1,2026-04-11 10:00:00+08:00
171,DEV-0012,SIGNAL_WEAK,4,1,2026-05-31 23:00:00+08:00
172,DEV-0118,SIGNAL_WEAK,5,1,2026-06-11 09:00:00+08:00
173,DEV-0067,SIGNAL_WEAK,3,0,2026-03-25 10:00:00+08:00
174,DEV-0030,LENS_DIRTY,5,0,2026-03-21 15:00:00+08:00
175,DEV-0031,IMAGE_BLUR,4,1,2026-05-26 08:00:00+08:00
176,DEV-0091,POWER_FAILURE,2,1,2026-05-12 02:00:00+08:00
177,DEV-0032,NETWORK_OFFLINE,5,1,2026-06-09 06:00:00+08:00
178,DEV-0067,LENS_DIRTY,2,1,2026-05-19 08:00:00+08:00
179,DEV-0064,LENS_DIRTY,4,0,2026-05-10 03:00:00+08:00
180,DEV-0035,STORAGE_FULL,1,0,2026-04-11 19:00:00+08:00
181,DEV-0114,LENS_DIRTY,1,1,2026-06-08 05:00:00+08:00
182,DEV-0110,POWER_FAILURE,5,1,2026-05-30 12:00:00+08:00
183,DEV-0049,OVERHEAT,3,1,2026-04-01 00:00:00+08:00
184,DEV-0036,OVERHEAT,3,1,2026-06-08 21:00:00+08:00
185,DEV-0095,SIGNAL_WEAK,4,1,2026-06-08 19:00:00+08:00
186,DEV-0042,SIGNAL_WEAK,2,1,2026-04-20 20:00:00+08:00
187,DEV-0007,STORAGE_FULL,4,0,2026-04-28 12:00:00+08:00
188,DEV-0112,IMAGE_BLUR,4,0,2026-04-19 10:00:00+08:00
189,DEV-0094,IMAGE_BLUR,2,0,2026-05-18 14:00:00+08:00
190,DEV-0035,NETWORK_OFFLINE,4,1,2026-06-07 10:00:00+08:00
191,DEV-0018,NETWORK_OFFLINE,3,0,2026-06-16 03:00:00+08:00
192,DEV-0091,SIGNAL_WEAK,5,1,2026-04-24 06:00:00+08:00
193,DEV-0089,CPU_SPIKE,2,0,2026-05-08 17:00:00+08:00
194,DEV-0045,SIGNAL_WEAK,2,0,2026-05-08 20:00:00+08:00
195,DEV-0064,STORAGE_FULL,5,1,2026-03-25 08:00:00+08:00
196,DEV-0004,STORAGE_FULL,4,1,2026-04-21 21:00:00+08:00
197,DEV-0047,IMAGE_BLUR,1,0,2026-04-20 21:00:00+08:00
198,DEV-0116,LENS_DIRTY,1,1,2026-05-29 02:00:00+08:00
199,DEV-0051,OVERHEAT,2,0,2026-04-04 19:00:00+08:00
200,DEV-0101,NETWORK_OFFLINE,4,1,2026-04-07 10:00:00+08:00
201,DEV-0022,OVERHEAT,2,0,2026-05-07 14:00:00+08:00
202,DEV-0089,SENSOR_ERROR,5,0,2026-06-16 14:00:00+08:00
203,DEV-0089,POWER_FAILURE,2,0,2026-04-20 02:00:00+08:00
204,DEV-0017,STORAGE_FULL,1,1,2026-04-02 21:00:00+08:00
205,DEV-0058,SIGNAL_WEAK,3,0,2026-06-17 08:00:00+08:00
206,DEV-0096,IMAGE_BLUR,4,0,2026-04-20 10:00:00+08:00
207,DEV-0032,OVERHEAT,3,1,2026-04-26 08:00:00+08:00
208,DEV-0074,NETWORK_OFFLINE,5,1,2026-06-04 14:00:00+08:00
209,DEV-0021,NETWORK_OFFLINE,5,1,2026-05-10 10:00:00+08:00
210,DEV-0032,STORAGE_FULL,1,1,2026-04-30 00:00:00+08:00
211,DEV-0064,IMAGE_BLUR,4,1,2026-06-14 22:00:00+08:00
212,DEV-0083,STORAGE_FULL,2,0,2026-06-07 06:00:00+08:00
213,DEV-0117,SIGNAL_WEAK,2,1,2026-04-02 08:00:00+08:00
214,DEV-0027,NETWORK_OFFLINE,2,0,2026-04-19 11:00:00+08:00
215,DEV-0007,POWER_FAILURE,4,0,2026-05-28 00:00:00+08:00
216,DEV-0006,OVERHEAT,5,0,2026-04-02 13:00:00+08:00
217,DEV-0091,NETWORK_OFFLINE,2,0,2026-05-13 22:00:00+08:00
218,DEV-0110,NETWORK_OFFLINE,1,0,2026-05-30 15:00:00+08:00
219,DEV-0101,LENS_DIRTY,4,0,2026-05-14 04:00:00+08:00
220,DEV-0098,OVERHEAT,5,0,2026-03-29 17:00:00+08:00
221,DEV-0068,LENS_DIRTY,5,1,2026-05-17 18:00:00+08:00
222,DEV-0087,POWER_FAILURE,3,1,2026-06-09 17:00:00+08:00
223,DEV-0120,SIGNAL_WEAK,5,1,2026-05-24 18:00:00+08:00
224,DEV-0112,OVERHEAT,5,0,2026-05-05 15:00:00+08:00
225,DEV-0095,SENSOR_ERROR,2,0,2026-05-19 22:00:00+08:00
226,DEV-0037,OVERHEAT,1,0,2026-04-19 05:00:00+08:00
227,DEV-0102,NETWORK_OFFLINE,5,1,2026-06-09 08:00:00+08:00
228,DEV-0008,STORAGE_FULL,2,0,2026-04-24 10:00:00+08:00
229,DEV-0083,POWER_FAILURE,1,1,2026-03-26 08:00:00+08:00
230,DEV-0084,IMAGE_BLUR,1,0,2026-03-31 06:00:00+08:00
231,DEV-0009,STORAGE_FULL,1,0,2026-05-18 09:00:00+08:00
232,DEV-0119,NETWORK_OFFLINE,3,1,2026-06-17 00:00:00+08:00
233,DEV-0070,SIGNAL_WEAK,5,0,2026-05-08 06:00:00+08:00
234,DEV-0004,NETWORK_OFFLINE,2,1,2026-04-26 19:00:00+08:00
235,DEV-0104,CPU_SPIKE,3,1,2026-04-10 11:00:00+08:00
236,DEV-0114,IMAGE_BLUR,2,1,2026-06-11 20:00:00+08:00
237,DEV-0001,CPU_SPIKE,1,0,2026-03-22 18:00:00+08:00
238,DEV-0001,NETWORK_OFFLINE,4,0,2026-05-20 14:00:00+08:00
239,DEV-0105,SIGNAL_WEAK,1,0,2026-03-26 03:00:00+08:00
240,DEV-0040,CPU_SPIKE,5,1,2026-04-18 22:00:00+08:00
241,DEV-0013,SENSOR_ERROR,1,0,2026-05-05 14:00:00+08:00
242,DEV-0108,CPU_SPIKE,1,1,2026-04-13 02:00:00+08:00
243,DEV-0088,POWER_FAILURE,3,0,2026-03-23 20:00:00+08:00
244,DEV-0038,LENS_DIRTY,1,1,2026-05-06 16:00:00+08:00
245,DEV-0065,SIGNAL_WEAK,5,0,2026-03-25 11:00:00+08:00
246,DEV-0075,STORAGE_FULL,3,0,2026-04-21 04:00:00+08:00
247,DEV-0020,SENSOR_ERROR,2,0,2026-04-15 18:00:00+08:00
248,DEV-0023,LENS_DIRTY,2,0,2026-04-19 04:00:00+08:00
249,DEV-0058,STORAGE_FULL,1,1,2026-06-14 07:00:00+08:00
250,DEV-0067,LENS_DIRTY,1,1,2026-06-04 06:00:00+08:00
251,DEV-0082,POWER_FAILURE,2,0,2026-03-26 11:00:00+08:00
252,DEV-0113,OVERHEAT,2,1,2026-04-25 14:00:00+08:00
253,DEV-0022,STORAGE_FULL,4,0,2026-04-29 14:00:00+08:00
254,DEV-0030,POWER_FAILURE,4,1,2026-06-03 15:00:00+08:00
255,DEV-0024,SIGNAL_WEAK,5,1,2026-04-13 11:00:00+08:00
256,DEV-0070,OVERHEAT,5,1,2026-03-31 04:00:00+08:00
257,DEV-0104,OVERHEAT,1,0,2026-04-12 03:00:00+08:00
258,DEV-0056,NETWORK_OFFLINE,5,0,2026-04-04 02:00:00+08:00
259,DEV-0036,SENSOR_ERROR,5,1,2026-05-09 10:00:00+08:00
260,DEV-0072,STORAGE_FULL,2,1,2026-06-08 20:00:00+08:00
261,DEV-0050,STORAGE_FULL,5,1,2026-04-21 08:00:00+08:00
262,DEV-0029,SENSOR_ERROR,1,0,2026-05-18 22:00:00+08:00
263,DEV-0013,IMAGE_BLUR,4,0,2026-04-21 05:00:00+08:00
264,DEV-0066,OVERHEAT,4,0,2026-03-29 22:00:00+08:00
265,DEV-0114,STORAGE_FULL,2,1,2026-05-17 17:00:00+08:00
266,DEV-0067,STORAGE_FULL,2,1,2026-06-04 07:00:00+08:00
267,DEV-0013,NETWORK_OFFLINE,2,0,2026-04-07 18:00:00+08:00
268,DEV-0105,CPU_SPIKE,1,0,2026-04-08 21:00:00+08:00
269,DEV-0038,IMAGE_BLUR,4,0,2026-05-22 07:00:00+08:00
270,DEV-0094,OVERHEAT,3,1,2026-05-10 21:00:00+08:00
271,DEV-0091,NETWORK_OFFLINE,3,0,2026-04-16 12:00:00+08:00
272,DEV-0116,STORAGE_FULL,2,0,2026-05-21 07:00:00+08:00
273,DEV-0027,STORAGE_FULL,2,0,2026-04-10 15:00:00+08:00
274,DEV-0113,SIGNAL_WEAK,3,1,2026-06-17 06:00:00+08:00
275,DEV-0034,LENS_DIRTY,4,1,2026-04-15 04:00:00+08:00
276,DEV-0033,NETWORK_OFFLINE,1,0,2026-04-15 00:00:00+08:00
277,DEV-0037,OVERHEAT,1,1,2026-05-04 09:00:00+08:00
278,DEV-0081,STORAGE_FULL,1,1,2026-06-08 14:00:00+08:00
279,DEV-0045,IMAGE_BLUR,3,0,2026-05-22 01:00:00+08:00
280,DEV-0117,NETWORK_OFFLINE,4,0,2026-05-12 02:00:00+08:00
281,DEV-0012,LENS_DIRTY,5,1,2026-04-19 06:00:00+08:00
282,DEV-0098,NETWORK_OFFLINE,2,0,2026-04-20 18:00:00+08:00
283,DEV-0020,IMAGE_BLUR,3,1,2026-05-26 20:00:00+08:00
284,DEV-0046,OVERHEAT,1,0,2026-05-27 17:00:00+08:00
285,DEV-0115,OVERHEAT,3,0,2026-04-02 23:00:00+08:00
286,DEV-0041,STORAGE_FULL,4,0,2026-05-09 07:00:00+08:00
287,DEV-0025,SENSOR_ERROR,2,1,2026-05-20 16:00:00+08:00
288,DEV-0099,NETWORK_OFFLINE,2,1,2026-05-04 13:00:00+08:00
289,DEV-0112,IMAGE_BLUR,4,1,2026-05-27 19:00:00+08:00
290,DEV-0101,NETWORK_OFFLINE,1,0,2026-04-10 22:00:00+08:00
291,DEV-0032,STORAGE_FULL,5,0,2026-05-12 06:00:00+08:00
292,DEV-0079,LENS_DIRTY,4,1,2026-05-11 11:00:00+08:00
293,DEV-0042,IMAGE_BLUR,1,0,2026-05-20 12:00:00+08:00
294,DEV-0007,CPU_SPIKE,5,0,2026-03-25 14:00:00+08:00
295,DEV-0030,STORAGE_FULL,2,0,2026-04-22 00:00:00+08:00
296,DEV-0036,POWER_FAILURE,3,0,2026-04-23 21:00:00+08:00
297,DEV-0038,NETWORK_OFFLINE,4,1,2026-04-11 16:00:00+08:00
298,DEV-0096,OVERHEAT,5,1,2026-04-02 13:00:00+08:00
299,DEV-0118,POWER_FAILURE,3,0,2026-05-24 13:00:00+08:00
300,DEV-0092,STORAGE_FULL,4,0,2026-06-02 11:00:00+08:00
301,DEV-0010,SENSOR_ERROR,3,1,2026-06-15 05:00:00+08:00
302,DEV-0094,NETWORK_OFFLINE,2,0,2026-05-01 14:00:00+08:00
303,DEV-0089,CPU_SPIKE,3,1,2026-04-09 14:00:00+08:00
304,DEV-0082,CPU_SPIKE,5,0,2026-05-16 01:00:00+08:00
305,DEV-0112,LENS_DIRTY,5,0,2026-05-04 04:00:00+08:00
306,DEV-0053,OVERHEAT,1,0,2026-03-27 08:00:00+08:00
307,DEV-0110,NETWORK_OFFLINE,2,0,2026-05-25 17:00:00+08:00
308,DEV-0080,NETWORK_OFFLINE,1,1,2026-05-15 14:00:00+08:00
309,DEV-0020,OVERHEAT,2,1,2026-05-23 22:00:00+08:00
310,DEV-0094,CPU_SPIKE,5,1,2026-06-07 16:00:00+08:00
311,DEV-0096,OVERHEAT,1,0,2026-03-30 06:00:00+08:00
312,DEV-0027,POWER_FAILURE,2,0,2026-05-20 02:00:00+08:00
313,DEV-0012,SENSOR_ERROR,3,0,2026-06-03 10:00:00+08:00
314,DEV-0041,CPU_SPIKE,1,1,2026-03-26 04:00:00+08:00
315,DEV-0007,IMAGE_BLUR,1,1,2026-03-21 13:00:00+08:00
316,DEV-0064,LENS_DIRTY,5,1,2026-05-13 13:00:00+08:00
317,DEV-0045,SENSOR_ERROR,1,1,2026-05-04 13:00:00+08:00
318,DEV-0029,SIGNAL_WEAK,2,0,2026-05-25 08:00:00+08:00
319,DEV-0002,OVERHEAT,3,1,2026-05-22 18:00:00+08:00
320,DEV-0058,LENS_DIRTY,5,0,2026-04-11 03:00:00+08:00
321,DEV-0068,POWER_FAILURE,1,0,2026-05-31 11:00:00+08:00
322,DEV-0006,CPU_SPIKE,3,1,2026-05-07 00:00:00+08:00
323,DEV-0002,NETWORK_OFFLINE,1,1,2026-06-13 06:00:00+08:00
324,DEV-0098,SIGNAL_WEAK,4,0,2026-05-16 09:00:00+08:00
325,DEV-0117,SENSOR_ERROR,1,1,2026-04-29 07:00:00+08:00
326,DEV-0111,SENSOR_ERROR,1,0,2026-03-21 15:00:00+08:00
327,DEV-0064,CPU_SPIKE,5,1,2026-03-27 02:00:00+08:00
328,DEV-0091,NETWORK_OFFLINE,2,0,2026-05-31 02:00:00+08:00
329,DEV-0033,SIGNAL_WEAK,4,1,2026-05-05 07:00:00+08:00
330,DEV-0091,STORAGE_FULL,1,0,2026-04-18 02:00:00+08:00
331,DEV-0071,SIGNAL_WEAK,4,1,2026-04-20 15:00:00+08:00
332,DEV-0071,NETWORK_OFFLINE,1,0,2026-04-29 20:00:00+08:00
333,DEV-0027,POWER_FAILURE,3,0,2026-06-09 03:00:00+08:00
334,DEV-0007,SENSOR_ERROR,2,0,2026-04-14 01:00:00+08:00
335,DEV-0087,POWER_FAILURE,4,0,2026-05-19 13:00:00+08:00
336,DEV-0113,CPU_SPIKE,4,1,2026-04-21 11:00:00+08:00
337,DEV-0107,LENS_DIRTY,4,0,2026-04-14 06:00:00+08:00
338,DEV-0004,STORAGE_FULL,1,0,2026-04-28 07:00:00+08:00
339,DEV-0009,SIGNAL_WEAK,5,1,2026-04-24 02:00:00+08:00
340,DEV-0002,LENS_DIRTY,3,1,2026-06-08 04:00:00+08:00
341,DEV-0102,LENS_DIRTY,3,0,2026-03-29 14:00:00+08:00
342,DEV-0066,IMAGE_BLUR,4,0,2026-03-21 07:00:00+08:00
343,DEV-0038,SENSOR_ERROR,2,1,2026-04-14 00:00:00+08:00
