69,DEV-0004,41.11,34.71,60.68,64.24,32.52,60.7,2026-06-13 08:00:00+08:00
70,DEV-0098,78.73,76.79,47.12,78.96,76.01,88.42,2026-05-26 21:00:00+08:00
71,DEV-0086,34.55,47.6,60.82,21.19,23.97,71.79,2026-05-31 22:00:00+08:00
72,DEV-0064,81.27,55.41,86.38,33.37,29.81,62.0,2026-05-30 09:00:00+08:00
73,DEV-0016,16.86,32.0,47.04,61.98,7.68,67.13,2026-06-18 14:00:00+08:00
74,DEV-0114,60.49,51.97,65.93,23.24,44.55,83.68,2026-06-12 04:00:00+08:00
75,DEV-0053,13.77,60.96,56.09,78.97,43.61,88.97,2026-05-22 04:00:00+08:00
76,DEV-0014,11.19,24.41,42.54,59.15,38.01,85.05,2026-05-26 12:00:00+08:00
77,DEV-0025,40.02,65.77,56.7,54.48,48.04,90.7,2026-06-13 04:00:00+08:00
78,DEV-0082,59.0,32.19,64.71,12.19,87.48,61.23,2026-06-02 13:00:00+08:00
79,DEV-0091,68.89,38.72,88.72,76.98,90.26,89.47,2026-06-03 15:00:00+08:00
80,DEV-0028,94.68,36.11,78.92,73.45,115.27,66.11,2026-05-24 20:00:00+08:00
81,DEV-0069,72.6,49.61,44.24,11.08,56.17,76.76,2026-06-09 12:00:00+08:00
82,DEV-0080,66.24,20.61,72.53,38.49,18.02,61.19,2026-05-28 01:00:00+08:00
83,DEV-0048,27.85,30.7,49.9,61.01,111.04,93.83,2026-06-02 20:00:00+08:00
84,DEV-0063,39.55,19.48,86.33,31.67,107.48,62.23,2026-05-26 09:00:00+08:00
85,DEV-0112,43.49,66.17,79.31,65.21,97.59,65.71,2026-06-14 23:00:00+08:00
86,DEV-0111,35.02,34.58,85.47,37.55,41.52,70.56,2026-05-28 08:00:00+08:00
87,DEV-0045,16.6,77.21,29.26,30.66,72.87,61.36,2026-05-30 19:00:00+08:00
88,DEV-0083,94.46,53.93,80.09,15.69,109.75,90.85,2026-06-05 02:00:00+08:00
89,DEV-0037,62.31,52.06,61.44,62.39,98.73,90.59,2026-06-16 09:00:00+08:00
90,DEV-0104,19.34,59.44,60.73,42.15,55.24,71.92,2026-06-10 18:00:00+08:00
91,DEV-0091,34.75,28.76,57.07,38.16,118.23,68.59,2026-05-25 07:00:00+08:00
92,DEV-0116,44.61,46.04,76.46,58.06,66.11,78.66,2026-05-27 03:00:00+08:00
93,DEV-0049,52.45,21.94,63.2,73.47,33.05,97.5,2026-05-27 15:00:00+08:00
94,DEV-0104,74.65,18.16,54.36,63.39,86.79,95.86,2026-05-20 19:00:00+08:00
95,DEV-0055,66.52,67.08,81.64,36.67,22.81,75.33,2026-05-28 20:00:00+08:00
96,DEV-0119,89.01,75.45,65.93,41.63,33.95,89.39,2026-06-10 07:00:00+08:00
97,DEV-0096,9.66,49.01,41.55,58.34,26.3,85.54,2026-05-26 14:00:00+08:00
98,DEV-0026,47.61,27.59,42.73,56.01,108.02,64.86,2026-06-08 03:00:00+08:00
99,DEV-0001,91.39,37.82,57.16,41.17,44.49,82.65,2026-06-05 15:00:00+08:00
100,DEV-0086,51.37,20.38,90.62,51.52,47.51,81.72,2026-05-27 17:00:00+08:00
101,DEV-0065,40.43,52.44,91.04,17.76,89.15,79.37,2026-06-07 22:00:00+08:00
102,DEV-0064,14.74,46.55,73.09,15.96,44.2,89.7,2026-05-29 07:00:00+08:00
103,DEV-0041,30.28,75.34,87.89,18.1,78.22,95.46,2026-05-23 23:00:00+08:00
104,DEV-0078,76.14,88.88,74.19,27.16,20.54,82.91,2026-05-24 23:00:00+08:00
105,DEV-0078,66.11,49.16,66.21,53.4,71.73,89.68,2026-06-06 13:00:00+08:00
106,DEV-0006,54.48,88.32,57.89,22.29,53.18,62.12,2026-06-18 10:00:00+08:00
107,DEV-0117,5.38,20.9,91.53,37.84,4.13,89.29,2026-06-12 21:00:00+08:00
108,DEV-0033,23.31,53.59,75.38,28.82,70.94,92.55,2026-06-10 14:00:00+08:00
109,DEV-0018,73.25,57.41,92.57,64.54,47.5,64.1,2026-06-16 06:00:00+08:00
110,DEV-0108,74.4,39.91,50.62,39.73,101.88,68.85,2026-05-27 22:00:00+08:00
111,DEV-0034,13.55,45.16,35.15,77.28,46.32,85.19,2026-06-04 07:00:00+08:00
112,DEV-0059,57.46,62.37,25.47,25.73,49.07,73.14,2026-06-04 12:00:00+08:00
113,DEV-0030,20.4,84.05,94.92,41.47,50.9,65.23,2026-06-08 06:00:00+08:00
114,DEV-0088,29.64,37.61,79.12,42.55,99.15,94.76,2026-05-31 15:00:00+08:00
115,DEV-0089,39.46,89.16,31.13,19.15,23.19,83.69,2026-05-20 01:00:00+08:00
116,DEV-0057,29.99,13.35,73.72,24.22,98.54,84.87,2026-06-18 16:00:00+08:00
117,DEV-0031,39.27,55.62,49.13,59.92,47.12,74.72,2026-06-07 16:00:00+08:00
118,DEV-0033,42.67,82.15,88.83,36.3,93.69,84.45,2026-05-25 16:00:00+08:00
119,DEV-0042,47.15,86.51,67.07,39.96,109.07,60.03,2026-06-08 20:00:00+08:00
120,DEV-0060,33.98,65.77,87.18,19.58,40.04,67.28,2026-05-29 11:00:00+08:00
121,DEV-0069,79.7,20.43,59.13,70.63,90.41,70.13,2026-06-15 20:00:00+08:00
122,DEV-0112,49.09,22.17,41.63,35.19,51.9,91.4,2026-05-31 20:00:00+08:00
123,DEV-0120,37.08,74.8,89.73,73.83,4.75,73.46,2026-05-28 16:00:00+08:00
124,DEV-0090,21.93,56.26,31.96,65.34,42.09,86.86,2026-06-05 10:00:00+08:00
125,DEV-0016,10.97,77.55,84.93,22.16,111.49,73.97,2026-05-21 05:00:00+08:00
126,DEV-0109,18.79,84.69,91.47,79.7,39.34,90.57,2026-06-13 16:00:00+08:00
127,DEV-0016,20.37,44.91,28.14,68.67,94.46,91.84,2026-05-22 21:00:00+08:00
128,DEV-0105,69.35,57.82,25.7,40.4,85.4,81.34,2026-06-03 16:00:00+08:00
129,DEV-0027,45.26,53.95,41.37,43.9,88.51,71.41,2026-06-07 04:00:00+08:00
130,DEV-0034,18.06,20.12,35.15,47.02,103.4,88.1,2026-06-03 05:00:00+08:00
131,DEV-0063,77.39,46.92,92.15,75.92,116.14,82.68,2026-06-17 02:00:00+08:00
132,DEV-0034,85.07,80.92,46.99,79.08,30.73,92.89,2026-06-08 03:00:00+08:00
133,DEV-0022,64.85,38.27,45.63,53.95,57.76,60.42,2026-06-01 13:00:00+08:00
134,DEV-0061,51.93,81.13,52.22,78.4,54.94,65.99,2026-06-03 11:00:00+08:00
135,DEV-0020,51.29,51.57,83.48,34.51,61.51,99.1,2026-05-21 07:00:00+08:00
136,DEV-0039,42.07,69.67,34.09,53.12,94.44,93.72,2026-05-22 21:00:00+08:00
137,DEV-0059,72.7,32.14,41.04,38.54,64.25,68.75,2026-06-13 02:00:00+08:00
138,DEV-0096,39.89,50.12,50.33,58.16,9.27,82.51,2026-06-03 20:00:00+08:00
139,DEV-0120,15.56,12.48,65.76,77.1,48.29,79.35,2026-06-06 10:00:00+08:00
140,DEV-0038,28.5,67.75,46.87,66.29,64.02,70.72,2026-05-24 07:00:00+08:00
141,DEV-0025,93.27,10.98,73.83,10.1,16.94,78.68,2026-05-22 14:00:00+08:00
142,DEV-0057,29.48,14.85,38.03,35.75,58.27,68.25,2026-06-01 09:00:00+08:00
143,DEV-0116,14.95,57.26,62.08,42.03,80.8,77.07,2026-06-08 13:00:00+08:00
144,DEV-0084,62.89,79.0,93.33,27.84,99.1,90.09,2026-06-09 14:00:00+08:00
145,DEV-0097,31.87,43.05,38.18,60.98,8.45,69.93,2026-06-01 08:00:00+08:00
146,DEV-0114,70.06,33.58,56.19,18.72,80.96,76.41,2026-05-22 03:00:00+08:00
147,DEV-0084,93.44,62.27,79.19,50.16,13.44,71.21,2026-05-30 22:00:00+08:00
148,DEV-0052,44.23,89.07,41.39,34.51,95.91,98.58,2026-06-12 03:00:00+08:00
149,DEV-0024,41.6,25.31,70.72,22.47,26.87,65.51,2026-06-08 12:00:00+08:00
150,DEV-0095,5.41,68.6,40.92,50.32,16.13,96.22,2026-05-26 07:00:00+08:00
151,DEV-0095,50.28,11.3,65.84,16.47,66.54,67.88,2026-05-31 01:00:00+08:00
152,DEV-0092,44.63,81.89,44.3,14.6,76.35,71.23,2026-05-31 21:00:00+08:00
153,DEV-0086,7.79,81.58,92.92,39.1,42.28,74.43,2026-06-06 00:00:00+08:00
154,DEV-0105,78.43,89.52,84.45,19.03,43.47,67.98,2026-05-22 23:00:00+08:00
155,DEV-0084,55.62,89.8,49.71,36.3,108.31,79.5,2026-06-04 18:00:00+08:00
156,DEV-0025,7.84,76.44,69.49,51.23,30.73,74.43,2026-06-08 03:00:00+08:00
157,DEV-0013,60.53,52.33,70.64,64.28,39.4,93.59,2026-05-20 07:00:00+08:00
158,DEV-0039,90.5,17.55,87.58,46.46,47.14,79.24,2026-06-05 19:00:00+08:00
159,DEV-0039,44.51,87.99,54.78,12.78,101.19,91.51,2026-05-25 21:00:00+08:00
160,DEV-0001,87.47,79.76,61.6,70.72,48.49,72.96,2026-05-22 14:00:00+08:00
161,DEV-0102,36.39,50.68,90.73,52.73,34.76,89.49,2026-05-27 13:00:00+08:00
162,DEV-0092,7.05,81.71,32.3,67.42,86.49,63.58,2026-06-10 02:00:00+08:00
163,DEV-0109,79.41,51.03,27.67,33.96,17.26,69.41,2026-06-10 07:00:00+08:00
164,DEV-0027,73.22,44.29,55.48,70.92,58.0,96.88,2026-06-13 14:00:00+08:00
165,DEV-0086,92.6,52.81,25.6,53.02,15.62,93.85,2026-06-04 16:00:00+08:00
166,DEV-0039,58.25,27.09,83.13,50.75,44.38,95.02,2026-06-08 15:00:00+08:00
167,DEV-0103,49.65,70.25,86.8,58.27,33.4,68.72,2026-06-13 23:00:00+08:00
168,DEV-0082,30.11,21.0,58.88,24.33,24.23,74.34,2026-06-16 20:00:00+08:00
169,DEV-0029,29.53,20.36,43.16,69.14,34.56,99.36,2026-05-27 13:00:00+08:00
170,DEV-0105,15.59,76.69,29.33,24.15,22.19,63.09,2026-05-25 23:00:00+08:00
171,DEV-0014,45.86,34.24,30.91,66.82,85.71,79.22,2026-06-18 10:00:00+08:00
172,DEV-0032,14.45,24.64,86.03,72.52,39.5,74.98,2026-06-05 07:00:00+08:00
173,DEV-0020,73.76,16.06,75.92,20.51,115.8,75.79,2026-06-16 20:00:00+08:00
174,DEV-0056,76.48,61.86,27.04,79.11,30.21,92.69,2026-06-01 10:00:00+08:00
175,DEV-0056,87.26,79.24,30.62,24.67,79.42,66.48,2026-06-15 01:00:00+08:00
176,DEV-0112,72.63,43.17,44.03,11.97,78.74,91.3,2026-06-13 04:00:00+08:00
177,DEV-0108,81.27,35.14,30.3,63.39,51.35,68.63,2026-06-18 18:00:00+08:00
178,DEV-0111,26.96,61.28,66.14,36.78,44.04,61.16,2026-05-22 22:00:00+08:00
179,DEV-0065,45.35,85.72,48.79,68.11,81.49,65.18,2026-05-28 03:00:00+08:00
180,DEV-0041,35.44,69.76,81.62,35.88,119.16,95.08,2026-06-14 04:00:00+08:00
181,DEV-0082,30.14,43.52,85.83,75.09,53.05,82.92,2026-05-21 06:00:00+08:00
182,DEV-0117,12.7,40.42,63.21,22.14,99.0,84.92,2026-05-31 15:00:00+08:00
183,DEV-0024,24.83,45.78,67.7,22.67,88.67,78.53,2026-05-21 17:00:00+08:00
184,DEV-0023,20.92,51.3,50.24,25.23,71.29,75.98,2026-05-23 12:00:00+08:00
185,DEV-0064,26.33,27.9,25.56,58.47,42.95,82.58,2026-06-08 21:00:00+08:00
186,DEV-0099,12.69,15.76,58.33,76.92,36.46,91.64,2026-05-25 17:00:00+08:00
187,DEV-0097,68.58,25.23,72.28,72.96,73.4,89.2,2026-06-11 16:00:00+08:00
188,DEV-0007,84.68,28.43,49.13,24.54,45.57,85.04,2026-06-05 20:00:00+08:00
189,DEV-0046,33.56,58.07,73.29,44.97,89.16,71.16,2026-06-09 23:00:00+08:00
190,DEV-0041,41.31,29.06,76.81,40.96,63.09,66.77,2026-05-20 14:00:00+08:00
191,DEV-0019,78.68,15.35,81.81,52.98,37.02,73.85,2026-05-28 03:00:00+08:00
192,DEV-0077,41.2,85.34,69.25,77.31,13.89,99.02,2026-06-15 17:00:00+08:00
193,DEV-0012,49.14,33.11,83.65,44.03,39.18,79.08,2026-06-06 17:00:00+08:00
194,DEV-0023,69.48,78.02,63.64,31.56,111.42,88.13,2026-06-06 03:00:00+08:00
195,DEV-0040,57.8,20.55,93.44,73.44,40.47,71.21,2026-05-31 08:00:00+08:00
196,DEV-0078,79.86,82.54,58.24,70.84,40.54,85.27,2026-05-29 12:00:00+08:00
197,DEV-0073,16.09,38.21,66.64,54.62,46.25,63.47,2026-05-28 20:00:00+08:00
198,DEV-0040,88.2,76.99,67.5,40.39,32.86,79.99,2026-06-13 10:00:00+08:00
199,DEV-0059,74.99,80.04,63.38,49.88,64.92,60.65,2026-06-17 18:00:00+08:00
200,DEV-0114,36.27,62.92,92.6,56.99,73.1,63.39,2026-06-05 01:00:00+08:00
201,DEV-0038,67.68,42.46,29.52,63.33,52.24,74.23,2026-06-17 21:00:00+08:00
202,DEV-0037,44.38,71.62,50.46,75.97,99.78,86.59,2026-05-21 06:00:00+08:00
203,DEV-0038,49.27,89.15,75.09,22.8,117.13,84.34,2026-05-20 06:00:00+08:00
204,DEV-0071,59.06,50.6,80.55,12.13,67.19,62.42,2026-06-03 09:00:00+08:00
205,DEV-0045,87.24,76.08,33.17,32.59,113.67,87.14,2026-05-23 03:00:00+08:00
206,DEV-0020,69.08,30.28,30.54,51.48,10.03,81.26,2026-06-02 05:00:00+08:00
207,DEV-0031,60.95,64.5,30.59,30.56,41.99,98.45,2026-06-04 23:00:00+08:00
208,DEV-0080,6.11,62.07,65.5,12.19,78.95,90.93,2026-06-03 13:00:00+08:00
209,DEV-0012,90.69,80.77,43.14,74.12,73.52,99.6,2026-06-17 08:00:00+08:00
210,DEV-0045,61.01,79.65,94.1,62.22,109.63,98.49,2026-06-14 22:00:00+08:00
211,DEV-0013,49.5,20.77,50.28,54.2,46.5,81.4,2026-06-15 02:00:00+08:00
212,DEV-0018,33.68,16.6,47.0,22.6,95.58,99.33,2026-06-05 00:00:00+08:00
213,DEV-0067,28.08,57.54,41.1,61.3,1.71,94.28,2026-05-28 05:00:00+08:00
214,DEV-0079,10.02,12.97,44.7,12.37,74.91,83.85,2026-05-31 11:00:00+08:00
215,DEV-0084,44.43,49.42,29.49,79.74,92.59,96.44,2026-05-20 10:00:00+08:00
216,DEV-0107,93.59,25.75,27.01,27.56,34.05,65.84,2026-05-24 09:00:00+08:00
217,DEV-0071,59.9,58.56,31.22,31.26,8.88,68.79,2026-05-20 14:00:00+08:00
218,DEV-0117,36.73,21.04,77.16,33.59,16.26,83.74,2026-05-21 02:00:00+08:00
219,DEV-0051,13.09,74.09,42.31,61.83,74.49,91.35,2026-05-28 05:00:00+08:00
220,DEV-0103,34.89,23.52,55.38,47.94,65.19,69.7,2026-06-16 08:00:00+08:00
221,DEV-0118,43.63,10.05,59.29,72.74,119.12,65.51,2026-06-14 11:00:00+08:00
222,DEV-0014,14.74,83.97,58.36,37.35,37.69,84.86,2026-06-05 16:00:00+08:00
223,DEV-0043,38.15,61.14,70.11,32.5,107.91,76.69,2026-05-24 00:00:00+08:00
224,DEV-0033,71.57,56.72,76.63,12.31,106.53,79.22,2026-06-17 03:00:00+08:00
225,DEV-0047,67.9,22.17,40.37,13.11,57.96,98.96,2026-06-07 01:00:00+08:00
226,DEV-0022,36.05,88.29,54.64,79.65,79.41,87.57,2026-05-21 10:00:00+08:00
227,DEV-0012,93.47,29.75,30.84,77.66,112.97,81.74,2026-06-06 03:00:00+08:00
228,DEV-0057,66.86,12.9,70.57,29.22,59.81,64.29,2026-06-16 17:00:00+08:00
229,DEV-0043,42.49,80.79,77.37,73.97,118.11,94.83,2026-05-29 22:00:00+08:00
230,DEV-0064,33.15,50.76,69.08,76.02,71.17,77.51,2026-06-17 16:00:00+08:00
231,DEV-0100,87.98,85.01,62.58,36.84,68.72,72.22,2026-05-26 11:00:00+08:00
232,DEV-0102,36.48,79.18,92.43,49.38,1.09,93.5,2026-06-11 06:00:00+08:00
233,DEV-0102,56.74,44.17,27.21,61.89,84.58,63.73,2026-06-14 18:00:00+08:00
234,DEV-0082,34.38,13.71,55.39,33.53,39.75,86.86,2026-06-07 15:00:00+08:00
235,DEV-0079,51.3,52.86,81.45,59.02,117.77,62.89,2026-06-12 07:00:00+08:00
236,DEV-0117,62.51,35.92,35.41,55.3,33.73,84.81,2026-05-27 20:00:00+08:00
237,DEV-0039,69.13,45.78,41.01,15.09,4.44,71.63,2026-05-20 22:00:00+08:00
238,DEV-0055,40.98,22.87,47.77,44.73,67.05,65.96,2026-06-11 17:00:00+08:00
239,DEV-0078,89.85,28.68,35.69,25.9,4.91,65.02,2026-05-20 07:00:00+08:00
240,DEV-0069,40.22,36.46,38.68,73.24,46.83,73.46,2026-06-11 19:00:00+08:00
241,DEV-0098,14.17,51.29,43.44,36.28,70.02,77.38,2026-05-28 06:00:00+08:00
242,DEV-0014,21.44,15.68,80.44,11.98,108.45,68.69,2026-05-20 00:00:00+08:00
243,DEV-0068,67.87,45.62,27.97,67.01,99.31,95.07,2026-05-23 17:00:00+08:00
244,DEV-0026,15.29,67.8,93.13,26.38,96.33,82.68,2026-05-23 21:00:00+08:00
245,DEV-0096,67.57,84.38,74.72,28.65,28.6,68.72,2026-05-28 15:00:00+08:00
246,DEV-0009,55.31,18.91,87.01,48.49,114.42,85.93,2026-06-08 21:00:00+08:00
247,DEV-0002,43.09,18.39,94.66,34.0,15.63,97.61,2026-06-12 17:00:00+08:00
248,DEV-0051,64.96,28.27,25.14,61.58,107.09,77.18,2026-06-08 10:00:00+08:00
249,DEV-0080,58.99,61.07,38.23,60.11,98.27,90.81,2026-05-25 05:00:00+08:00
250,DEV-0056,49.92,72.77,53.68,18.76,31.97,79.71,2026-06-08 15:00:00+08:00
251,DEV-0098,91.49,23.93,82.02,11.19,62.61,79.07,2026-06-14 07:00:00+08:00
252,DEV-0031,13.24,89.11,94.36,36.25,35.52,64.41,2026-05-26 20:00:00+08:00
253,DEV-0053,25.95,49.14,58.83,59.42,76.18,90.33,2026-05-31 06:00:00+08:00
254,DEV-0062,30.54,88.22,31.21,35.26,6.52,91.65,2026-05-29 23:00:00+08:00
255,DEV-0120,14.43,28.56,31.71,20.9,58.86,68.82,2026-06-03 23:00:00+08:00
256,DEV-0044,57.52,23.74,40.96,73.76,77.25,92.49,2026-05-30 01:00:00+08:00
257,DEV-0031,29.76,72.27,82.27,72.45,43.08,66.58,2026-06-11 03:00:00+08:00
258,DEV-0086,63.53,17.98,76.87,46.41,59.26,80.91,2026-05-22 13:00:00+08:00
259,DEV-0114,11.53,11.24,56.45,71.69,23.48,74.12,2026-06-07 02:00:00+08:00
260,DEV-0069,31.23,39.2,90.15,32.05,116.38,81.8,2026-06-03 18:00:00+08:00
261,DEV-0095,57.65,39.61,47.06,35.85,24.5,94.95,2026-06-04 20:00:00+08:00
262,DEV-0008,92.7,61.37,56.19,64.5,10.31,84.47,2026-05-20 07:00:00+08:00
263,DEV-0094,51.81,67.01,49.42,51.86,82.09,86.01,2026-06-01 18:00:00+08:00
264,DEV-0067,40.98,87.57,38.99,51.23,64.25,94.25,2026-06-18 00:00:00+08:00
265,DEV-0091,12.9,44.13,72.18,79.85,76.37,61.66,2026-06-09 20:00:00+08:00
266,DEV-0092,78.42,31.24,77.56,53.06,32.74,66.37,2026-06-02 19:00:00+08:00
267,DEV-0016,59.31,58.81,47.3,75.49,72.66,82.52,2026-06-02 04:00:00+08:00
268,DEV-0026,91.05,21.85,43.13,57.22,102.5,64.84,2026-06-01 16:00:00+08:00
269,DEV-0040,45.38,13.58,88.57,21.78,89.0,73.04,2026-06-16 11:00:00+08:00
270,DEV-0057,87.1,27.43,93.26,78.36,45.52,96.55,2026-05-25 23:00:00+08:00
271,DEV-0052,55.46,21.91,91.13,65.47,103.03,62.64,2026-06-17 10:00:00+08:00
272,DEV-0052,36.64,12.63,63.34,69.45,53.51,74.14,2026-05-22 12:00:00+08:00
273,DEV-0092,90.1,36.4,42.68,33.92,105.65,76.28,2026-06-10 07:00:00+08:00
274,DEV-0068,87.88,47.36,91.58,77.88,15.04,69.57,2026-06-01 23:00:00+08:00
275,DEV-0019,19.73,62.5,67.14,49.96,29.93,73.06,2026-06-11 00:00:00+08:00
276,DEV-0019,76.85,17.07,33.76,25.46,58.1,80.29,2026-05-22 09:00:00+08:00
277,DEV-0033,41.14,68.63,71.25,21.06,102.37,66.06,2026-05-20 12:00:00+08:00
278,DEV-0029,8.46,50.29,28.56,30.46,61.63,74.79,2026-05-24 11:00:00+08:00
279,DEV-0104,66.35,61.12,39.67,17.69,85.75,82.64,2026-05-21 17:00:00+08:00
280,DEV-0101,73.17,32.31,68.77,69.08,50.15,70.07,2026-05-31 09:00:00+08:00
