2024-11-13	9011
2024-11-14	7678
2024-11-15	8759
2024-11-16	13032
2024-11-17	10242
2024-11-18	7591
2024-11-19	8697
2024-11-20	6343
2024-11-21	7590
2024-11-22	6466
2024-11-23	10328
2024-11-24	10389
2024-11-25	9011
2024-11-26	7270
2024-11-27	7713
2024-11-28	6236
2024-11-29	6443
2024-11-30	10735
2024-12-01	7645
2024-12-02	5551
2024-12-03	3775
2024-12-04	5498
2024-12-05	4756
2024-12-06	5536
2024-12-07	3802
2024-12-08	6539
2024-12-09	2750
2024-12-10	3886
2024-12-11	4555
2024-12-12	3876
2024-12-13	3953
2024-12-14	3837
2024-12-15	3912
2024-12-16	4381
2024-12-17	3891
2024-12-18	4606
2024-12-19	4661
2024-12-20	5494
2024-12-21	6658
2024-12-22	6395
2024-12-23	5528
2024-12-24	3900
2024-12-25	3953
2024-12-26	5542
2024-12-27	4608
2024-12-28	7759
2024-12-29	6468
2024-12-30	5694
2024-12-31	3929
2025-01-01	5451
2025-01-02	5508
2025-01-03	5688
2025-01-04	3765
2025-01-05	7456
2025-01-06	2769
2025-01-07	5560
2025-01-08	3976
2025-01-09	3875
2025-01-10	3973
2025-01-11	7863
2025-01-12	7809
2025-01-13	4687
2025-01-14	5446
2025-01-15	4036
2025-01-16	5513
2025-01-17	5542
2025-01-18	7554
2025-01-19	7782
2025-01-20	4684
2025-01-21	3917
2025-01-22	3869
2025-01-23	5657
2025-01-24	4643
2025-01-25	7720
2025-01-26	5625
2025-01-27	5468
2025-01-28	5400
2025-01-29	4642
2025-01-30	5382
2025-01-31	3860
2025-02-01	6352
2025-02-02	3854
2025-02-03	4543
2025-02-04	5533
2025-02-05	5542
2025-02-06	5639
2025-02-07	4817
2025-02-08	6521
2025-02-09	7745
2025-02-10	5576
2025-02-11	5499
2025-02-12	3900
2025-02-13	5498
2025-02-14	5542
2025-02-15	6403
2025-02-16	6488
2025-02-17	5543
2025-02-18	4000
2025-02-19	2811
2025-02-20	4645
2025-02-21	2753
2025-02-22	5517
2025-02-23	5600
2025-02-24	4097
2025-02-25	4511
2025-02-26	5446
2025-02-27	5623
2025-02-28	4013
2025-03-01	9528
2025-03-02	8245
2025-03-03	7211
2025-03-04	6871
2025-03-05	5787
2025-03-06	8524
2025-03-07	5867
2025-03-08	11987
2025-03-09	9728
2025-03-10	6804
2025-03-11	8511
2025-03-12	8346
2025-03-13	8408
2025-03-14	8243
2025-03-15	8276
2025-03-16	11597
2025-03-17	8125
2025-03-18	4080
2025-03-19	6858
2025-03-20	8072
2025-03-21	8719
2025-03-22	9933
2025-03-23	11666
2025-03-24	8318
2025-03-25	5950
2025-03-26	6753
2025-03-27	8464
2025-03-28	5825
2025-03-29	9685
2025-03-30	9787
2025-03-31	8076
2025-04-01	8152
2025-04-02	8177
2025-04-03	6729
2025-04-04	7027
2025-04-05	8660
2025-04-06	8149
2025-04-07	8513
2025-04-08	8472
2025-04-09	6087
2025-04-10	5770
2025-04-11	8372
2025-04-12	11516
2025-04-13	9537
2025-04-14	6983
2025-04-15	4086
2025-04-16	5972
2025-04-17	5966
2025-04-18	8196
2025-04-19	11770
2025-04-20	5857
2025-04-21	8525
2025-04-22	4089
2025-04-23	8319
2025-04-24	8391
2025-04-25	8420
2025-04-26	11724
2025-04-27	9930
2025-04-28	8272
2025-04-29	6890
2025-04-30	7885
2025-05-01	15085
2025-05-02	10584
2025-05-03	15292
2025-05-04	10991
2025-05-05	12729
2025-05-06	4168
2025-05-07	8593
2025-05-08	6907
2025-05-09	6944
2025-05-10	5669
2025-05-11	9658
2025-05-12	8080
2025-05-13	7036
2025-05-14	6941
2025-05-15	8214
2025-05-16	6918
2025-05-17	9701
2025-05-18	12072
2025-05-19	8083
2025-05-20	4156
2025-05-21	8352
2025-05-22	6776
2025-05-23	8152
2025-05-24	11777
2025-05-25	11872
2025-05-26	5735
2025-05-27	7199
2025-05-28	5758
2025-05-29	5762
2025-05-30	5828
2025-05-31	9733
2025-06-01	13691
2025-06-02	7981
2025-06-03	9481
2025-06-04	7919
2025-06-05	4831
2025-06-06	9813
2025-06-07	9323
2025-06-08	11440
2025-06-09	8129
2025-06-10	9856
2025-06-11	9633
2025-06-12	8267
2025-06-13	6932
2025-06-14	13366
2025-06-15	11746
2025-06-16	9937
2025-06-17	7928
2025-06-18	8129
2025-06-19	7039
2025-06-20	8085
2025-06-21	11330
2025-06-22	13389
2025-06-23	4925
2025-06-24	9721
2025-06-25	6830
2025-06-26	9368
2025-06-27	6745
2025-06-28	11216
2025-06-29	9711
2025-06-30	9763
2025-07-01	8054
2025-07-02	9884
2025-07-03	9802
2025-07-04	8142
2025-07-05	11131
2025-07-06	9359
2025-07-07	9848
2025-07-08	7931
2025-07-09	10040
2025-07-10	9660
2025-07-11	9683
2025-07-12	13267
2025-07-13	9356
2025-07-14	9465
2025-07-15	10074
2025-07-16	9787
2025-07-17	10091
2025-07-18	7933
2025-07-19	6809
2025-07-20	11313
2025-07-21	6899
2025-07-22	7942
2025-07-23	9788
2025-07-24	6901
2025-07-25	9825
2025-07-26	11457
2025-07-27	9330
2025-07-28	6896
2025-07-29	6674
2025-07-30	8136
2025-07-31	8266
2025-08-01	8098
2025-08-02	13517
2025-08-03	13892
2025-08-04	8010
2025-08-05	9901
2025-08-06	9632
2025-08-07	4845
2025-08-08	6716
2025-08-09	13655
2025-08-10	13567
2025-08-11	9857
2025-08-12	9848
2025-08-13	8326
2025-08-14	5029
2025-08-15	7081
2025-08-16	6951
2025-08-17	13611
2025-08-18	9633
2025-08-19	9856
2025-08-20	9413
2025-08-21	6960
2025-08-22	9771
2025-08-23	13925
2025-08-24	11205
2025-08-25	9599
2025-08-26	8124
2025-08-27	8314
2025-08-28	7019
2025-08-29	9375
2025-08-30	13494
2025-08-31	11303
2025-09-01	8986
2025-09-02	8800
2025-09-03	8801
2025-09-04	9402
2025-09-05	7484
2025-09-06	6453
2025-09-07	10251
2025-09-08	9002
2025-09-09	8932
2025-09-10	9157
2025-09-11	9007
2025-09-12	8839
2025-09-13	12699
2025-09-14	12806
2025-09-15	7442
2025-09-16	8922
2025-09-17	7430
2025-09-18	4551
2025-09-19	7421
2025-09-20	8777
2025-09-21	9076
2025-09-22	9300
2025-09-23	7358
2025-09-24	8852
2025-09-25	9054
2025-09-26	8904
2025-09-27	10707
2025-09-28	12622
2025-09-29	9117
2025-09-30	9215
2025-10-01	11267
2025-10-02	13479
2025-10-03	13641
2025-10-04	13837
2025-10-05	16219
2025-10-06	13507
2025-10-07	11255
2025-10-08	9081
2025-10-09	7383
2025-10-10	9232
2025-10-11	10594
2025-10-12	12475
2025-10-13	8890
2025-10-14	8935
2025-10-15	9302
2025-10-16	8944
2025-10-17	7411
2025-10-18	10498
2025-10-19	10796
2025-10-20	7538
2025-10-21	8789
2025-10-22	4418
2025-10-23	7573
2025-10-24	6559
2025-10-25	12349
2025-10-26	10046
2025-10-27	9088
2025-10-28	9069
2025-10-29	6220
2025-10-30	7461
2025-10-31	7394
2025-11-01	12959
2025-11-02	12786
2025-11-03	8774
2025-11-04	6459
2025-11-05	8873
2025-11-06	7519
2025-11-07	7344
2025-11-08	13147
2025-11-09	12882
2025-11-10	9285
2025-11-11	6722
2025-11-12	7542
2025-11-13	9029
2025-11-14	7460
2025-11-15	10252
2025-11-16	10386
2025-11-17	9010
2025-11-18	8957
2025-11-19	8994
2025-11-20	8884
2025-11-21	7633
2025-11-22	8927
2025-11-23	12410
2025-11-24	9320
2025-11-25	7565
2025-11-26	8915
2025-11-27	9018
2025-11-28	6501
2025-11-29	10336
2025-11-30	10655
2025-12-01	5590
2025-12-02	5494
2025-12-03	5723
2025-12-04	4704
2025-12-05	5621
2025-12-06	6588
2025-12-07	6621
2025-12-08	5474
2025-12-09	4551
2025-12-10	3936
2025-12-11	5523
2025-12-12	5495
2025-12-13	7870
2025-12-14	6326
2025-12-15	5586
2025-12-16	4766
2025-12-17	3957
2025-12-18	5430
2025-12-19	3895
2025-12-20	5551
2025-12-21	7659
2025-12-22	5549
2025-12-23	3908
2025-12-24	5630
2025-12-25	5336
2025-12-26	4586
2025-12-27	7437
2025-12-28	5599
2025-12-29	4023
2025-12-30	5462
2025-12-31	4533
2026-01-01	3878
2026-01-02	4715
2026-01-03	7744
2026-01-04	6593
2026-01-05	5481
2026-01-06	5586
2026-01-07	2765
2026-01-08	4578
2026-01-09	3966
2026-01-10	7749
2026-01-11	7918
2026-01-12	5629
2026-01-13	2776
2026-01-14	5410
2026-01-15	2792
2026-01-16	2830
2026-01-17	6243
2026-01-18	6430
2026-01-19	3813
2026-01-20	3917
2026-01-21	2843
2026-01-22	4581
2026-01-23	5539
2026-01-24	6517
2026-01-25	6387
2026-01-26	2729
2026-01-27	4797
2026-01-28	4597
2026-01-29	5544
2026-01-30	5421
2026-01-31	6482
2026-02-01	6311
2026-02-02	5489
2026-02-03	4084
2026-02-04	4625
2026-02-05	4653
2026-02-06	5673
2026-02-07	5470
2026-02-08	5535
2026-02-09	2759
2026-02-10	5476
2026-02-11	5733
2026-02-12	4652
2026-02-13	5549
2026-02-14	6177
2026-02-15	6596
2026-02-16	5427
2026-02-17	3986
2026-02-18	4545
2026-02-19	5666
2026-02-20	4570
2026-02-21	7771
2026-02-22	5570
2026-02-23	5449
2026-02-24	5551
2026-02-25	3931
2026-02-26	5521
2026-02-27	2684
2026-02-28	7769
2026-03-01	9537
2026-03-02	5792
2026-03-03	6637
2026-03-04	5995
2026-03-05	8270
2026-03-06	6843
2026-03-07	8165
2026-03-08	11783
2026-03-09	7032
2026-03-10	5947
2026-03-11	8223
2026-03-12	8285
2026-03-13	6952
2026-03-14	11642
2026-03-15	9504
2026-03-16	5925
2026-03-17	7146
2026-03-18	7013
2026-03-19	4206
2026-03-20	8238
2026-03-21	9870
2026-03-22	9591
2026-03-23	5772
2026-03-24	8572
2026-03-25	6699
2026-03-26	8143
2026-03-27	5789
2026-03-28	5744
2026-03-29	11665
2026-03-30	8140
2026-03-31	8486
2026-04-01	5907
2026-04-02	8454
2026-04-03	6886
2026-04-04	11748
2026-04-05	9523
2026-04-06	8445
2026-04-07	8357
2026-04-08	6868
2026-04-09	6867
2026-04-10	8190
2026-04-11	11534
2026-04-12	11682
2026-04-13	6858
2026-04-14	5966
2026-04-15	6948
2026-04-16	6703
2026-04-17	8340
2026-04-18	9373
2026-04-19	11692
2026-04-20	8332
2026-04-21	7032
2026-04-22	8348
2026-04-23	8171
2026-04-24	6138
2026-04-25	9589
2026-04-26	11564
2026-04-27	6000
2026-04-28	7118
2026-04-29	5942
2026-04-30	8307
2026-05-01	15003
2026-05-02	15057
2026-05-03	12250
2026-05-04	12310
2026-05-05	12474
2026-05-06	7079
2026-05-07	6779
2026-05-08	8263
2026-05-09	12060
2026-05-10	5901
2026-05-11	7061
2026-05-12	6827
2026-05-13	5830
2026-05-14	8215
2026-05-15	6960
2026-05-16	8358
2026-05-17	9474
2026-05-18	8213
2026-05-19	8197
2026-05-20	8540
2026-05-21	8147
2026-05-22	8287
2026-05-23	11559
2026-05-24	9384
2026-05-25	8346
2026-05-26	8264
2026-05-27	4228
2026-05-28	8040
2026-05-29	8400
2026-05-30	11803
2026-05-31	11535
2026-06-01	9431
2026-06-02	8042
2026-06-03	4915
2026-06-04	9575
2026-06-05	4702
2026-06-06	6868
2026-06-07	13565
2026-06-08	8212
2026-06-09	7788
2026-06-10	9820
2026-06-11	4886
2026-06-12	9572
2026-06-13	11622
2026-06-14	13367
2026-06-15	9477
