record_id,visit_time,gate,visitor_count,weather,ticket_type
94,2026-06-16 10:35:00,东门,67,晴,成人票
95,2026-06-16 10:35:00,南门,45,晴,成人票
96,2026-06-16 10:35:00,西门,36,晴,成人票
97,2026-06-16 10:40:00,东门,48,晴,成人票
98,2026-06-16 10:40:00,南门,25,晴,学生票
99,2026-06-16 10:40:00,西门,31,晴,成人票
100,2026-06-16 10:45:00,东门,63,晴,学生票
101,2026-06-16 10:45:00,南门,30,晴,学生票
102,2026-06-16 10:45:00,西门,22,晴,学生票
103,2026-06-16 10:50:00,东门,38,晴,学生票
104,2026-06-16 10:50:00,南门,49,晴,成人票
105,2026-06-16 10:50:00,西门,18,晴,学生票
106,2026-06-16 10:55:00,东门,39,晴,学生票
107,2026-06-16 10:55:00,南门,38,晴,成人票
108,2026-06-16 10:55:00,西门,18,晴,成人票
109,2026-06-16 11:00:00,东门,71,晴,成人票
110,2026-06-16 11:00:00,南门,42,晴,学生票
111,2026-06-16 11:00:00,西门,27,晴,学生票
112,2026-06-16 11:05:00,东门,66,晴,学生票
113,2026-06-16 11:05:00,南门,50,晴,成人票
114,2026-06-16 11:05:00,西门,33,晴,成人票
115,2026-06-16 11:10:00,东门,48,晴,成人票
116,2026-06-16 11:10:00,南门,42,晴,学生票
117,2026-06-16 11:10:00,西门,38,晴,成人票
118,2026-06-16 11:15:00,东门,82,晴,成人票
119,2026-06-16 11:15:00,南门,32,晴,成人票
120,2026-06-16 11:15:00,西门,33,晴,成人票
121,2026-06-16 11:20:00,东门,51,晴,学生票
122,2026-06-16 11:20:00,南门,57,晴,团体票
123,2026-06-16 11:20:00,西门,41,晴,成人票
124,2026-06-16 11:25:00,东门,38,晴,学生票
125,2026-06-16 11:25:00,南门,30,晴,学生票
126,2026-06-16 11:25:00,西门,37,晴,学生票
127,2026-06-16 11:30:00,东门,72,晴,成人票
128,2026-06-16 11:30:00,南门,37,晴,成人票
129,2026-06-16 11:30:00,西门,28,晴,成人票
130,2026-06-16 11:35:00,东门,49,晴,成人票
131,2026-06-16 11:35:00,南门,63,晴,成人票
132,2026-06-16 11:35:00,西门,19,晴,成人票
133,2026-06-16 11:40:00,东门,79,晴,学生票
134,2026-06-16 11:40:00,南门,33,晴,成人票
135,2026-06-16 11:40:00,西门,21,晴,成人票
136,2026-06-16 11:45:00,东门,76,晴,成人票
137,2026-06-16 11:45:00,南门,35,晴,学生票
138,2026-06-16 11:45:00,西门,47,晴,成人票
139,2026-06-16 11:50:00,东门,43,晴,成人票
140,2026-06-16 11:50:00,南门,62,晴,成人票
141,2026-06-16 11:50:00,西门,32,晴,学生票
142,2026-06-16 11:55:00,东门,51,晴,成人票
143,2026-06-16 11:55:00,南门,44,晴,学生票
144,2026-06-16 11:55:00,西门,25,晴,成人票
145,2026-06-16 12:00:00,东门,54,晴,成人票
146,2026-06-16 12:00:00,南门,43,晴,学生票
147,2026-06-16 12:00:00,西门,29,晴,学生票
148,2026-06-16 12:05:00,东门,29,晴,团体票
149,2026-06-16 12:05:00,南门,32,晴,成人票
150,2026-06-16 12:05:00,西门,14,晴,团体票
151,2026-06-16 12:10:00,东门,52,晴,成人票
152,2026-06-16 12:10:00,南门,37,晴,成人票
153,2026-06-16 12:10:00,西门,13,晴,团体票
154,2026-06-16 12:15:00,东门,34,晴,学生票
155,2026-06-16 12:15:00,南门,16,晴,成人票
156,2026-06-16 12:15:00,西门,12,晴,学生票
157,2026-06-16 12:20:00,东门,33,晴,成人票
158,2026-06-16 12:20:00,南门,39,晴,成人票
159,2026-06-16 12:20:00,西门,29,晴,学生票
160,2026-06-16 12:25:00,东门,36,晴,成人票
161,2026-06-16 12:25:00,南门,27,晴,学生票
162,2026-06-16 12:25:00,西门,24,晴,成人票
163,2026-06-16 12:30:00,东门,44,晴,学生票
164,2026-06-16 12:30:00,南门,40,晴,成人票
165,2026-06-16 12:30:00,西门,16,晴,成人票
166,2026-06-16 12:35:00,东门,31,晴,学生票
167,2026-06-16 12:35:00,南门,34,晴,团体票
168,2026-06-16 12:35:00,西门,29,晴,学生票
169,2026-06-16 12:40:00,东门,31,晴,团体票
170,2026-06-16 12:40:00,南门,20,晴,成人票
171,2026-06-16 12:40:00,西门,30,晴,学生票
172,2026-06-16 12:45:00,东门,50,晴,学生票
173,2026-06-16 12:45:00,南门,27,晴,成人票
174,2026-06-16 12:45:00,西门,26,晴,成人票
175,2026-06-16 12:50:00,东门,27,晴,成人票
176,2026-06-16 12:50:00,南门,39,晴,学生票
177,2026-06-16 12:50:00,西门,27,晴,成人票
178,2026-06-16 12:55:00,东门,44,晴,学生票
179,2026-06-16 12:55:00,南门,22,晴,成人票
180,2026-06-16 12:55:00,西门,15,晴,成人票
181,2026-06-16 13:00:00,东门,17,晴,成人票
182,2026-06-16 13:00:00,南门,5,晴,成人票
183,2026-06-16 13:00:00,西门,5,晴,学生票
184,2026-06-16 13:05:00,东门,17,晴,成人票
185,2026-06-16 13:05:00,南门,13,晴,成人票
186,2026-06-16 13:05:00,西门,5,晴,成人票
187,2026-06-16 13:10:00,东门,8,晴,成人票
188,2026-06-16 13:10:00,南门,12,晴,团体票
189,2026-06-16 13:10:00,西门,8,晴,成人票
190,2026-06-16 13:15:00,东门,7,晴,成人票
191,2026-06-16 13:15:00,南门,10,晴,团体票
192,2026-06-16 13:15:00,西门,8,晴,成人票
193,2026-06-16 13:20:00,东门,13,晴,成人票
194,2026-06-16 13:20:00,南门,12,晴,成人票
195,2026-06-16 13:20:00,西门,7,晴,成人票
196,2026-06-16 13:25:00,东门,11,晴,成人票
197,2026-06-16 13:25:00,南门,8,晴,成人票
198,2026-06-16 13:25:00,西门,3,晴,团体票
199,2026-06-16 13:30:00,东门,7,晴,团体票
200,2026-06-16 13:30:00,南门,7,晴,成人票
201,2026-06-16 13:30:00,西门,7,晴,学生票
202,2026-06-16 13:35:00,东门,17,晴,成人票
203,2026-06-16 13:35:00,南门,6,晴,成人票
204,2026-06-16 13:35:00,西门,9,晴,学生票
205,2026-06-16 13:40:00,东门,11,晴,成人票
206,2026-06-16 13:40:00,南门,11,晴,成人票
207,2026-06-16 13:40:00,西门,2,晴,成人票
208,2026-06-16 13:45:00,东门,15,晴,成人票
209,2026-06-16 13:45:00,南门,9,晴,成人票
210,2026-06-16 13:45:00,西门,10,晴,成人票
211,2026-06-16 13:50:00,东门,17,晴,学生票
212,2026-06-16 13:50:00,南门,9,晴,成人票
213,2026-06-16 13:50:00,西门,9,晴,成人票
214,2026-06-16 13:55:00,东门,13,晴,成人票
215,2026-06-16 13:55:00,南门,10,晴,成人票
216,2026-06-16 13:55:00,西门,2,晴,成人票
217,2026-06-16 14:00:00,东门,39,晴,成人票
218,2026-06-16 14:00:00,南门,32,晴,成人票
219,2026-06-16 14:00:00,西门,29,晴,成人票
220,2026-06-16 14:05:00,东门,72,晴,成人票
221,2026-06-16 14:05:00,南门,57,晴,成人票
222,2026-06-16 14:05:00,西门,33,晴,成人票
223,2026-06-16 14:10:00,东门,68,晴,成人票
224,2026-06-16 14:10:00,南门,24,晴,成人票
225,2026-06-16 14:10:00,西门,22,晴,学生票
226,2026-06-16 14:15:00,东门,52,晴,成人票
227,2026-06-16 14:15:00,南门,31,晴,成人票
228,2026-06-16 14:15:00,西门,26,晴,成人票
229,2026-06-16 14:20:00,东门,42,晴,学生票
230,2026-06-16 14:20:00,南门,29,晴,学生票
231,2026-06-16 14:20:00,西门,27,晴,成人票
232,2026-06-16 14:25:00,东门,72,晴,成人票
233,2026-06-16 14:25:00,南门,29,晴,成人票
234,2026-06-16 14:25:00,西门,29,晴,成人票
235,2026-06-16 14:30:00,东门,54,晴,成人票
236,2026-06-16 14:30:00,南门,22,晴,成人票
237,2026-06-16 14:30:00,西门,30,晴,成人票
238,2026-06-16 14:35:00,东门,62,晴,学生票
239,2026-06-16 14:35:00,南门,42,晴,成人票
240,2026-06-16 14:35:00,西门,12,晴,成人票
241,2026-06-16 14:40:00,东门,76,晴,成人票
242,2026-06-16 14:40:00,南门,38,晴,团体票
243,2026-06-16 14:40:00,西门,38,晴,学生票
244,2026-06-16 14:45:00,东门,37,晴,成人票
245,2026-06-16 14:45:00,南门,26,晴,学生票
246,2026-06-16 14:45:00,西门,28,晴,成人票
247,2026-06-16 14:50:00,东门,72,晴,学生票
248,2026-06-16 14:50:00,南门,36,晴,学生票
249,2026-06-16 14:50:00,西门,24,晴,成人票
250,2026-06-16 14:55:00,东门,53,晴,学生票
251,2026-06-16 14:55:00,南门,34,晴,成人票
252,2026-06-16 14:55:00,西门,18,晴,成人票
253,2026-06-16 15:00:00,东门,47,晴,成人票
254,2026-06-16 15:00:00,南门,46,晴,学生票
255,2026-06-16 15:00:00,西门,36,晴,学生票
256,2026-06-16 15:05:00,东门,42,晴,成人票
257,2026-06-16 15:05:00,南门,55,晴,成人票
258,2026-06-16 15:05:00,西门,40,晴,学生票
259,2026-06-16 15:10:00,东门,39,晴,学生票
260,2026-06-16 15:10:00,南门,50,晴,成人票
261,2026-06-16 15:10:00,西门,51,晴,成人票
262,2026-06-16 15:15:00,东门,63,晴,学生票
263,2026-06-16 15:15:00,南门,33,晴,成人票
264,2026-06-16 15:15:00,西门,24,晴,成人票
265,2026-06-16 15:20:00,东门,47,晴,成人票
266,2026-06-16 15:20:00,南门,51,晴,成人票
267,2026-06-16 15:20:00,西门,32,晴,学生票
268,2026-06-16 15:25:00,东门,86,晴,成人票
269,2026-06-16 15:25:00,南门,24,晴,成人票
270,2026-06-16 15:25:00,西门,25,晴,团体票
271,2026-06-16 15:30:00,东门,62,晴,成人票
272,2026-06-16 15:30:00,南门,29,晴,团体票
273,2026-06-16 15:30:00,西门,37,晴,成人票
274,2026-06-16 15:35:00,东门,54,晴,学生票
275,2026-06-16 15:35:00,南门,56,晴,团体票
276,2026-06-16 15:35:00,西门,45,晴,学生票
277,2026-06-16 15:40:00,东门,78,晴,学生票
278,2026-06-16 15:40:00,南门,42,晴,成人票
279,2026-06-16 15:40:00,西门,43,晴,成人票
280,2026-06-16 15:45:00,东门,35,晴,学生票
281,2026-06-16 15:45:00,南门,48,晴,学生票
282,2026-06-16 15:45:00,西门,47,晴,成人票
283,2026-06-16 15:50:00,东门,91,晴,学生票
284,2026-06-16 15:50:00,南门,40,晴,成人票
285,2026-06-16 15:50:00,西门,23,晴,成人票
286,2026-06-16 15:55:00,东门,110,晴,成人票
287,2026-06-16 15:55:00,南门,42,晴,学生票
288,2026-06-16 15:55:00,西门,22,晴,成人票
289,2026-06-16 16:00:00,东门,55,晴,成人票
290,2026-06-16 16:00:00,南门,30,晴,成人票
291,2026-06-16 16:00:00,西门,28,晴,成人票
292,2026-06-16 16:05:00,东门,48,晴,成人票
293,2026-06-16 16:05:00,南门,55,晴,成人票
294,2026-06-16 16:05:00,西门,40,晴,成人票
295,2026-06-16 16:10:00,东门,75,晴,成人票
296,2026-06-16 16:10:00,南门,28,晴,成人票
297,2026-06-16 16:10:00,西门,31,晴,学生票
298,2026-06-16 16:15:00,东门,66,晴,成人票
299,2026-06-16 16:15:00,南门,41,晴,成人票
300,2026-06-16 16:15:00,西门,34,晴,学生票
301,2026-06-16 16:20:00,东门,77,晴,学生票
302,2026-06-16 16:20:00,南门,54,晴,团体票
303,2026-06-16 16:20:00,西门,35,晴,成人票
304,2026-06-16 16:25:00,东门,43,晴,学生票
305,2026-06-16 16:25:00,南门,42,晴,成人票
306,2026-06-16 16:25:00,西门,23,晴,学生票
307,2026-06-16 16:30:00,东门,40,晴,成人票
308,2026-06-16 16:30:00,南门,22,晴,学生票
309,2026-06-16 16:30:00,西门,30,晴,成人票
310,2026-06-16 16:35:00,东门,53,晴,成人票
311,2026-06-16 16:35:00,南门,43,晴,成人票
312,2026-06-16 16:35:00,西门,18,晴,学生票
313,2026-06-16 16:40:00,东门,86,晴,成人票
314,2026-06-16 16:40:00,南门,53,晴,成人票
315,2026-06-16 16:40:00,西门,17,晴,学生票
316,2026-06-16 16:45:00,东门,61,晴,成人票
317,2026-06-16 16:45:00,南门,20,晴,学生票
318,2026-06-16 16:45:00,西门,35,晴,成人票
319,2026-06-16 16:50:00,东门,40,晴,成人票
320,2026-06-16 16:50:00,南门,49,晴,成人票
321,2026-06-16 16:50:00,西门,26,晴,成人票
322,2026-06-16 16:55:00,东门,59,晴,学生票
323,2026-06-16 16:55:00,南门,57,晴,成人票
324,2026-06-16 16:55:00,西门,29,晴,成人票
325,2026-06-16 17:00:00,东门,7,晴,成人票
326,2026-06-16 17:00:00,南门,5,晴,学生票
327,2026-06-16 17:00:00,西门,5,晴,成人票
328,2026-06-16 17:05:00,东门,4,晴,成人票
329,2026-06-16 17:05:00,南门,9,晴,团体票
330,2026-06-16 17:05:00,西门,4,晴,成人票
331,2026-06-16 17:10:00,东门,11,晴,学生票
332,2026-06-16 17:10:00,南门,7,晴,学生票
333,2026-06-16 17:10:00,西门,7,晴,学生票
334,2026-06-16 17:15:00,东门,9,晴,成人票
335,2026-06-16 17:15:00,南门,7,晴,成人票
336,2026-06-16 17:15:00,西门,2,晴,成人票
337,2026-06-16 17:20:00,东门,8,晴,成人票
338,2026-06-16 17:20:00,南门,7,晴,成人票
339,2026-06-16 17:20:00,西门,1,晴,学生票
340,2026-06-16 17:25:00,东门,8,晴,成人票
341,2026-06-16 17:25:00,南门,2,晴,成人票
342,2026-06-16 17:25:00,西门,4,晴,学生票
343,2026-06-16 17:30:00,东门,3,晴,学生票
344,2026-06-16 17:30:00,南门,8,晴,成人票
345,2026-06-16 17:30:00,西门,0,晴,成人票
346,2026-06-16 17:35:00,东门,3,晴,成人票
347,2026-06-16 17:35:00,南门,6,晴,成人票
348,2026-06-16 17:35:00,西门,3,晴,成人票
349,2026-06-16 17:40:00,东门,12,晴,成人票
350,2026-06-16 17:40:00,南门,7,晴,成人票
351,2026-06-16 17:40:00,西门,2,晴,成人票
352,2026-06-16 17:45:00,东门,6,晴,学生票
353,2026-06-16 17:45:00,南门,3,晴,学生票
354,2026-06-16 17:45:00,西门,0,晴,成人票
355,2026-06-16 17:50:00,东门,0,晴,团体票
356,2026-06-16 17:50:00,南门,7,晴,成人票
357,2026-06-16 17:50:00,西门,5,晴,成人票
358,2026-06-16 17:55:00,东门,9,晴,成人票
359,2026-06-16 17:55:00,南门,0,晴,成人票
360,2026-06-16 17:55:00,西门,4,晴,成人票
361,2026-06-16 18:00:00,东门,0,晴,学生票
362,2026-06-16 18:00:00,南门,3,晴,成人票
363,2026-06-16 18:00:00,西门,2,晴,学生票
364,2026-06-16 18:05:00,东门,4,晴,学生票
365,2026-06-16 18:05:00,南门,2,晴,成人票
366,2026-06-16 18:05:00,西门,0,晴,成人票
367,2026-06-16 18:10:00,东门,3,晴,学生票
368,2026-06-16 18:10:00,南门,2,晴,成人票
369,2026-06-16 18:10:00,西门,2,晴,成人票
370,2026-06-16 18:15:00,东门,5,晴,成人票
371,2026-06-16 18:15:00,南门,1,晴,成人票
372,2026-06-16 18:15:00,西门,3,晴,成人票
373,2026-06-16 18:20:00,东门,2,晴,学生票
374,2026-06-16 18:20:00,南门,3,晴,学生票
375,2026-06-16 18:20:00,西门,3,晴,成人票
376,2026-06-16 18:25:00,东门,1,晴,学生票
377,2026-06-16 18:25:00,南门,1,晴,成人票
378,2026-06-16 18:25:00,西门,0,晴,成人票
379,2026-06-16 18:30:00,东门,4,晴,学生票
380,2026-06-16 18:30:00,南门,3,晴,成人票
381,2026-06-16 18:30:00,西门,1,晴,学生票
382,2026-06-16 18:35:00,东门,3,晴,学生票
383,2026-06-16 18:35:00,南门,2,晴,成人票
384,2026-06-16 18:35:00,西门,2,晴,成人票
385,2026-06-16 18:40:00,东门,5,晴,成人票
386,2026-06-16 18:40:00,南门,1,晴,学生票
387,2026-06-16 18:40:00,西门,0,晴,学生票
388,2026-06-16 18:45:00,东门,2,晴,学生票
389,2026-06-16 18:45:00,南门,2,晴,团体票
390,2026-06-16 18:45:00,西门,0,晴,团体票
391,2026-06-16 18:50:00,东门,3,晴,学生票
392,2026-06-16 18:50:00,南门,0,晴,学生票
393,2026-06-16 18:50:00,西门,1,晴,成人票
394,2026-06-16 18:55:00,东门,2,晴,学生票
395,2026-06-16 18:55:00,南门,1,晴,成人票
396,2026-06-16 18:55:00,西门,1,晴,成人票
