DEV-0110,74.8,13.5,61.0,36.74,200,50,2026-05-19 09:04:45
DEV-0102,78.9,88.5,47.2,6.67,262,76,2026-06-02 13:04:45
DEV-0112,14.0,77.6,25.5,45.97,12,93,2026-06-10 13:04:45
DEV-0053,83.4,87.6,24.1,40.17,140,44,2026-05-21 02:04:45
DEV-0089,40.8,16.4,38.1,35.35,278,49,2026-06-03 04:04:45
DEV-0081,69.7,70.8,68.0,6.62,40,31,2026-05-20 18:04:45
DEV-0088,87.9,89.8,61.1,24.53,55,98,2026-05-20 16:04:45
DEV-0091,83.5,45.5,58.2,45.65,28,42,2026-06-14 07:04:45
DEV-0038,37.3,44.5,33.4,23.54,97,22,2026-06-09 05:04:45
DEV-0011,59.9,40.6,57.6,27.4,78,30,2026-05-28 00:04:45
DEV-0082,27.9,30.4,20.5,41.21,152,87,2026-05-24 09:04:45
DEV-0021,11.6,85.6,74.3,18.46,222,89,2026-06-06 00:04:45
DEV-0059,81.1,25.9,41.2,26.74,126,49,2026-05-23 07:04:45
DEV-0046,56.7,89.4,36.2,49.01,207,36,2026-06-16 08:04:45
DEV-0073,82.9,72.3,73.5,45.98,259,37,2026-06-06 21:04:45
DEV-0078,77.2,27.5,30.5,16.28,75,81,2026-06-12 13:04:45
DEV-0116,61.5,13.2,63.4,6.5,191,94,2026-06-11 02:04:45
DEV-0012,86.9,36.1,42.9,14.04,281,47,2026-05-25 01:04:45
DEV-0065,87.2,76.4,34.1,42.11,251,38,2026-06-02 06:04:45
DEV-0103,15.4,87.0,27.7,48.49,208,72,2026-06-01 02:04:45
DEV-0012,76.2,11.1,49.5,25.47,139,75,2026-05-31 10:04:45
DEV-0106,62.5,39.7,57.1,26.22,292,42,2026-05-21 16:04:45
DEV-0029,63.3,60.8,45.5,36.55,214,15,2026-06-10 17:04:45
DEV-0006,90.2,34.3,47.1,9.37,280,18,2026-05-31 03:04:45
DEV-0059,38.4,86.0,58.3,29.31,84,54,2026-05-19 18:04:45
DEV-0013,80.0,59.3,71.6,17.59,194,28,2026-05-28 18:04:45
DEV-0057,90.5,78.4,25.5,35.86,283,83,2026-06-01 09:04:45
DEV-0008,40.8,25.2,26.7,43.16,237,12,2026-05-19 10:04:45
DEV-0028,62.8,57.8,21.2,40.41,129,17,2026-05-23 14:04:45
DEV-0027,11.2,71.2,31.4,14.72,124,43,2026-06-10 09:04:45
DEV-0101,86.0,10.2,67.2,11.51,71,70,2026-06-06 00:04:45
DEV-0103,20.7,62.9,21.4,5.67,126,76,2026-06-02 21:04:45
DEV-0003,20.7,14.2,60.8,28.67,37,61,2026-05-28 13:04:45
DEV-0100,37.6,57.5,44.9,14.97,27,94,2026-05-19 14:04:45
DEV-0067,32.1,61.5,21.7,49.94,210,55,2026-05-18 10:04:45
DEV-0014,49.1,82.8,24.0,8.64,80,9,2026-06-11 07:04:45
DEV-0036,61.2,56.8,59.2,22.14,276,38,2026-05-28 08:04:45
DEV-0065,59.5,17.9,58.6,43.38,287,93,2026-06-07 12:04:45
DEV-0056,45.6,28.3,38.6,25.41,217,94,2026-06-12 15:04:45
DEV-0041,43.4,63.2,40.6,11.87,247,9,2026-06-12 19:04:45
DEV-0107,12.7,44.6,61.0,21.77,71,72,2026-06-14 03:04:45
DEV-0076,91.1,54.9,56.9,23.49,221,93,2026-06-14 12:04:45
DEV-0037,59.0,38.1,51.8,14.57,251,29,2026-06-12 02:04:45
DEV-0045,81.1,39.4,61.9,30.83,224,72,2026-05-21 04:04:45
DEV-0079,65.7,54.5,53.5,34.6,141,4,2026-06-09 00:04:45
DEV-0035,68.2,34.7,38.7,5.27,78,73,2026-05-19 15:04:45
DEV-0052,11.3,69.3,73.4,9.13,276,28,2026-05-31 15:04:45
DEV-0054,45.8,22.6,37.1,19.6,295,77,2026-06-13 02:04:45
DEV-0114,9.7,22.6,54.0,35.33,144,57,2026-05-19 11:04:45
DEV-0055,48.7,45.4,35.0,38.97,63,45,2026-05-29 08:04:45
DEV-0015,30.5,64.3,46.8,35.02,28,29,2026-05-30 20:04:45
DEV-0077,9.9,26.4,72.0,39.53,135,38,2026-06-02 17:04:45
DEV-0016,5.7,69.8,29.7,22.11,122,65,2026-05-23 20:04:45
DEV-0107,65.1,38.3,41.8,38.39,228,3,2026-05-28 02:04:45
DEV-0118,12.0,35.0,43.6,23.2,218,38,2026-06-11 19:04:45
DEV-0052,6.9,36.0,64.1,32.82,190,12,2026-05-29 01:04:45
DEV-0109,14.5,44.9,42.0,8.54,163,96,2026-06-02 05:04:45
DEV-0029,35.0,23.5,48.1,10.13,266,25,2026-06-01 19:04:45
DEV-0045,70.5,75.5,64.8,15.63,79,33,2026-06-08 06:04:45
DEV-0023,59.2,70.8,56.1,12.97,257,60,2026-05-23 15:04:45
DEV-0098,57.2,64.5,68.5,33.93,170,81,2026-06-03 05:04:45
DEV-0020,44.6,47.5,54.7,40.83,33,46,2026-05-26 01:04:45
DEV-0010,32.9,46.2,23.1,42.43,44,83,2026-06-12 20:04:45
DEV-0079,58.5,40.8,51.9,47.94,26,58,2026-05-23 07:04:45
DEV-0084,21.9,58.4,47.6,48.1,235,14,2026-06-02 01:04:45
DEV-0092,12.6,61.7,22.2,36.84,229,68,2026-05-25 09:04:45
DEV-0079,19.3,39.8,35.6,23.39,178,87,2026-05-22 04:04:45
DEV-0007,76.0,61.8,23.6,9.25,202,37,2026-06-05 22:04:45
DEV-0093,81.6,87.2,53.1,11.77,46,75,2026-05-19 09:04:45
DEV-0019,87.5,34.8,56.1,34.8,71,77,2026-06-13 02:04:45
DEV-0040,55.3,61.5,38.1,10.75,274,12,2026-05-20 03:04:45
DEV-0086,43.1,38.9,39.9,13.11,114,44,2026-05-26 23:04:45
DEV-0025,25.4,21.0,24.2,43.0,56,65,2026-05-24 16:04:45
DEV-0107,71.5,52.1,56.4,44.44,72,77,2026-05-31 15:04:45
DEV-0020,19.6,76.5,62.4,41.41,89,93,2026-05-29 00:04:45
DEV-0006,42.0,64.1,33.1,24.99,150,97,2026-05-28 13:04:45
DEV-0030,53.1,34.8,64.5,26.11,104,48,2026-05-18 18:04:45
DEV-0074,93.6,46.9,35.5,22.18,275,54,2026-06-09 19:04:45
DEV-0105,23.0,58.4,68.0,7.35,251,48,2026-05-24 01:04:45
DEV-0120,14.2,77.7,66.8,17.83,87,35,2026-05-28 12:04:45
DEV-0116,51.2,76.5,25.0,45.97,235,45,2026-06-15 13:04:45
DEV-0054,9.8,50.2,33.0,49.75,196,29,2026-06-15 12:04:45
DEV-0041,88.8,77.1,55.7,40.61,75,5,2026-06-04 11:04:45
DEV-0118,79.7,65.7,27.6,36.75,234,79,2026-06-16 11:04:45
DEV-0116,12.1,30.5,65.9,29.7,275,55,2026-06-11 23:04:45
DEV-0100,30.9,34.1,22.6,23.89,239,9,2026-06-11 23:04:45
DEV-0108,86.5,57.7,20.9,28.19,128,92,2026-06-10 13:04:45
DEV-0038,43.6,59.2,33.2,23.75,48,68,2026-06-01 07:04:45
DEV-0009,90.8,53.5,63.3,27.84,15,50,2026-05-27 15:04:45
DEV-0006,62.2,88.5,34.0,5.73,39,45,2026-06-06 10:04:45
DEV-0094,64.1,18.3,52.0,39.05,73,6,2026-06-01 16:04:45
DEV-0070,35.5,61.4,65.7,35.81,250,81,2026-06-08 22:04:45
DEV-0104,17.1,67.3,71.9,6.66,108,6,2026-06-08 04:04:45
DEV-0114,8.8,84.7,48.3,49.51,283,61,2026-06-05 21:04:45
DEV-0005,72.8,25.3,39.6,40.14,174,35,2026-06-11 09:04:45
DEV-0103,38.1,81.2,60.9,45.26,202,44,2026-06-08 17:04:45
DEV-0064,67.3,39.4,63.9,17.0,47,94,2026-05-29 14:04:45
DEV-0011,43.8,89.6,29.9,18.22,57,11,2026-06-02 17:04:45
DEV-0085,31.6,45.7,59.5,12.5,232,45,2026-05-28 15:04:45
DEV-0006,70.4,82.9,53.8,24.57,34,10,2026-05-19 01:04:45
DEV-0082,41.6,51.0,61.2,12.2,20,19,2026-05-21 18:04:45
DEV-0087,75.3,12.8,23.7,40.03,192,47,2026-05-31 08:04:45
DEV-0073,7.9,22.3,44.7,21.69,232,98,2026-06-13 10:04:45
DEV-0074,17.4,39.4,37.3,17.54,63,4,2026-06-08 18:04:45
DEV-0064,51.6,83.1,26.5,39.87,233,28,2026-05-21 14:04:45
DEV-0037,67.5,89.9,31.0,11.11,42,58,2026-06-09 08:04:45
DEV-0116,69.2,89.8,64.6,48.54,168,86,2026-06-01 21:04:45
DEV-0091,10.8,53.4,69.0,43.31,94,47,2026-05-26 00:04:45
DEV-0029,15.9,26.1,27.6,40.57,18,47,2026-05-24 01:04:45
DEV-0074,38.2,74.3,50.3,32.54,49,9,2026-06-03 12:04:45
DEV-0051,95.0,67.5,48.9,39.61,299,10,2026-06-11 08:04:45
DEV-0041,62.8,46.0,57.4,20.5,287,82,2026-05-22 15:04:45
DEV-0024,74.1,20.3,47.7,44.07,68,67,2026-06-10 04:04:45
DEV-0039,19.8,35.8,59.0,20.57,270,37,2026-06-13 08:04:45
DEV-0033,22.7,86.5,35.1,33.13,278,12,2026-05-26 06:04:45
DEV-0083,20.2,85.3,28.5,34.64,177,73,2026-06-14 22:04:45
DEV-0106,82.7,16.5,72.2,39.7,140,84,2026-06-07 17:04:45
DEV-0099,56.5,59.4,21.7,45.0,284,38,2026-05-20 07:04:45
DEV-0039,48.5,74.4,57.7,18.38,42,89,2026-06-14 03:04:45
DEV-0021,44.6,48.7,31.2,32.3,165,92,2026-06-03 02:04:45
DEV-0094,93.9,37.6,41.9,39.23,268,72,2026-06-12 04:04:45
DEV-0041,26.8,19.8,44.7,11.34,30,38,2026-05-31 07:04:45
DEV-0111,60.4,29.9,67.6,12.19,172,74,2026-06-03 08:04:45
DEV-0025,73.7,49.9,48.3,27.44,162,64,2026-06-15 17:04:45
DEV-0012,90.1,50.4,73.2,14.68,185,7,2026-06-14 13:04:45
DEV-0037,49.5,80.6,56.0,26.18,279,2,2026-06-12 02:04:45
DEV-0056,17.1,31.2,40.1,23.15,28,52,2026-06-14 12:04:45
DEV-0073,55.6,39.0,35.9,22.39,235,98,2026-05-24 05:04:45
DEV-0036,79.3,59.9,53.6,10.79,54,51,2026-05-31 18:04:45
DEV-0102,93.8,54.6,40.1,11.49,265,52,2026-05-26 08:04:45
DEV-0006,9.1,21.0,38.3,26.32,238,20,2026-05-21 20:04:45
DEV-0115,51.4,36.2,53.7,12.31,158,76,2026-06-02 08:04:45
DEV-0065,79.5,52.6,59.0,18.49,13,48,2026-06-02 13:04:45
DEV-0087,14.9,43.3,36.9,45.44,18,77,2026-05-27 11:04:45
DEV-0034,92.0,72.6,62.7,30.99,31,75,2026-05-27 05:04:45
DEV-0022,52.2,67.7,62.6,22.11,129,5,2026-05-23 06:04:45
DEV-0090,14.9,11.5,37.3,11.81,109,53,2026-05-26 07:04:45
DEV-0100,60.0,47.7,66.7,37.73,75,67,2026-06-07 20:04:45
DEV-0072,34.3,63.0,48.9,19.12,93,59,2026-05-24 23:04:45
DEV-0044,54.2,64.1,67.7,35.63,140,79,2026-05-27 01:04:45
DEV-0025,91.2,32.3,36.4,47.37,157,99,2026-06-04 09:04:45
DEV-0091,23.7,66.4,37.4,20.7,145,37,2026-06-11 12:04:45
DEV-0074,65.9,40.4,73.9,41.83,79,38,2026-06-14 21:04:45
DEV-0037,91.0,16.3,70.8,34.52,250,28,2026-06-08 02:04:45
DEV-0106,53.5,84.6,58.3,11.18,127,32,2026-06-14 13:04:45
DEV-0086,86.5,28.1,32.8,9.51,174,92,2026-05-27 13:04:45
DEV-0013,66.3,21.0,73.0,49.01,85,53,2026-05-19 20:04:45
DEV-0120,84.3,48.1,55.8,39.02,152,42,2026-06-04 12:04:45
DEV-0083,10.3,71.5,55.9,15.45,24,23,2026-05-29 21:04:45
DEV-0113,80.4,84.7,22.0,42.63,258,24,2026-06-04 08:04:45
DEV-0113,8.4,33.9,53.2,46.78,176,37,2026-05-28 07:04:45
DEV-0083,53.9,49.5,71.6,43.3,244,35,2026-06-08 11:04:45
DEV-0104,15.1,23.0,45.2,16.58,100,2,2026-06-02 07:04:45
DEV-0102,31.6,64.0,30.6,32.49,212,55,2026-05-25 17:04:45
DEV-0042,12.8,63.5,30.2,11.33,170,32,2026-06-16 10:04:45
DEV-0034,39.5,45.7,34.7,19.83,298,2,2026-06-05 13:04:45
DEV-0084,37.4,28.9,56.7,25.94,86,52,2026-05-18 10:04:45
DEV-0065,88.1,81.0,62.3,36.06,156,48,2026-05-21 11:04:45
DEV-0029,24.7,20.7,28.4,38.65,196,54,2026-05-17 18:04:45
DEV-0071,87.2,70.6,64.1,42.15,131,88,2026-05-22 06:04:45
DEV-0112,75.9,52.0,49.0,21.28,293,15,2026-06-14 01:04:45
DEV-0107,54.3,50.4,51.5,11.74,172,67,2026-05-28 20:04:45
DEV-0015,66.2,67.4,46.9,45.45,233,8,2026-05-28 08:04:45
DEV-0017,51.2,46.5,23.2,25.81,162,93,2026-06-15 18:04:45
DEV-0051,27.9,10.2,32.0,8.29,221,45,2026-05-17 19:04:45
DEV-0009,53.7,14.8,69.2,49.38,246,5,2026-06-04 11:04:45
DEV-0053,21.2,20.8,55.3,37.82,220,48,2026-05-31 09:04:45
DEV-0058,83.3,82.5,40.7,35.72,281,18,2026-05-19 19:04:45
DEV-0111,36.3,24.3,49.5,28.8,119,1,2026-06-15 17:04:45
DEV-0039,46.7,67.5,43.3,22.07,122,32,2026-05-28 01:04:45
DEV-0045,19.0,25.1,68.1,39.45,21,85,2026-05-29 19:04:45
DEV-0079,73.9,80.7,20.9,14.27,56,77,2026-06-15 06:04:45
DEV-0058,58.8,66.3,22.7,38.32,210,57,2026-06-06 17:04:45
DEV-0070,24.6,79.1,23.1,27.68,153,30,2026-05-23 03:04:45
DEV-0041,57.0,71.8,65.0,15.66,78,85,2026-05-25 11:04:45
DEV-0029,42.2,32.0,50.6,31.63,94,81,2026-05-18 17:04:45
DEV-0055,55.0,13.8,38.9,33.95,200,68,2026-06-03 02:04:45
DEV-0090,42.5,21.9,40.7,38.95,247,31,2026-06-07 02:04:45
DEV-0039,82.2,21.5,45.5,7.59,216,54,2026-05-23 22:04:45
DEV-0068,17.1,29.4,31.2,34.1,235,48,2026-06-12 18:04:45
DEV-0069,70.2,25.2,34.8,35.32,25,10,2026-06-08 16:04:45
DEV-0103,73.6,67.9,50.7,26.57,175,39,2026-06-16 01:04:45
DEV-0028,89.3,87.0,26.5,49.98,250,32,2026-05-18 00:04:45
DEV-0078,68.3,41.7,33.2,19.47,149,49,2026-05-27 19:04:45
DEV-0069,63.4,34.7,39.8,44.73,243,13,2026-05-27 16:04:45
DEV-0098,80.6,83.1,40.4,23.63,293,29,2026-06-10 11:04:45
DEV-0003,28.5,84.8,51.9,23.79,83,26,2026-06-02 15:04:45
DEV-0030,39.2,76.7,47.5,34.46,177,33,2026-05-26 20:04:45
DEV-0093,62.8,49.2,29.3,40.77,91,18,2026-05-24 09:04:45
DEV-0063,21.6,81.1,74.5,48.08,273,5,2026-06-13 12:04:45
DEV-0105,65.1,71.1,42.7,42.91,123,9,2026-06-10 06:04:45
DEV-0002,24.7,46.5,23.3,33.7,252,85,2026-05-26 21:04:45
DEV-0003,5.6,54.1,20.7,28.82,145,69,2026-06-04 11:04:45
DEV-0003,50.2,65.8,43.7,47.29,96,14,2026-06-12 14:04:45
DEV-0068,18.4,25.4,49.0,41.68,141,51,2026-06-13 08:04:45
DEV-0048,91.3,46.7,33.4,36.38,158,88,2026-06-13 06:04:45
DEV-0084,94.3,62.0,21.7,23.24,198,71,2026-05-27 09:04:45
DEV-0008,62.3,66.2,24.5,43.04,174,73,2026-06-12 15:04:45
DEV-0115,52.5,13.4,31.6,44.07,295,61,2026-06-05 03:04:45
DEV-0006,88.2,64.8,35.4,29.44,21,23,2026-06-03 06:04:45
DEV-0003,91.5,57.0,61.4,37.07,208,10,2026-06-03 22:04:45
DEV-0021,55.8,55.3,66.7,35.47,281,43,2026-05-31 07:04:45
DEV-0097,71.6,73.2,57.9,8.53,182,7,2026-06-12 12:04:45
DEV-0056,25.9,16.1,53.3,32.62,208,100,2026-06-02 18:04:45
DEV-0004,62.1,72.7,44.8,15.27,288,49,2026-05-29 06:04:45
DEV-0024,66.2,62.9,24.7,32.84,131,92,2026-06-13 13:04:45
DEV-0011,29.1,40.4,63.1,11.94,204,41,2026-06-01 07:04:45
DEV-0014,13.2,85.4,44.5,39.26,57,17,2026-06-12 23:04:45
DEV-0024,43.8,54.6,48.2,9.65,50,46,2026-05-24 01:04:45
DEV-0012,58.7,72.8,67.5,5.56,216,50,2026-06-13 02:04:45
DEV-0093,86.1,82.4,73.8,30.74,91,88,2026-05-31 11:04:45
DEV-0022,17.5,34.1,47.1,7.85,227,36,2026-05-29 17:04:45
DEV-0039,48.6,16.2,33.8,16.1,258,77,2026-05-21 09:04:45
DEV-0026,46.2,20.8,20.4,22.81,199,43,2026-05-28 22:04:45
DEV-0043,43.8,75.9,55.8,31.75,158,42,2026-05-21 23:04:45
DEV-0089,23.1,35.1,73.1,48.59,154,95,2026-05-18 01:04:45
DEV-0082,49.2,56.1,33.3,21.92,206,47,2026-06-11 20:04:45
DEV-0120,55.7,57.4,50.0,35.68,286,4,2026-05-28 00:04:45
DEV-0091,23.9,73.8,65.7,8.11,214,87,2026-05-26 09:04:45
DEV-0018,62.0,29.4,56.2,37.19,198,10,2026-05-28 13:04:45
DEV-0077,48.1,42.1,47.9,46.42,219,70,2026-06-15 03:04:45
DEV-0102,92.2,66.1,64.7,31.72,48,14,2026-06-06 02:04:45
DEV-0085,64.8,23.3,53.7,30.34,209,97,2026-06-02 13:04:45
DEV-0102,43.7,10.8,34.2,27.98,270,72,2026-05-22 22:04:45
DEV-0089,56.8,45.7,41.5,39.76,261,20,2026-06-01 23:04:45
DEV-0004,48.4,33.6,70.6,8.86,77,45,2026-06-03 09:04:45
DEV-0044,46.0,26.5,46.6,26.43,229,93,2026-05-17 23:04:45
