record_id,visit_time,gate,visitor_count,weather,ticket_type
4507,2024-01-12 12:10:00,东门,27,多云,成人票
4543,2024-01-12 13:10:00,东门,4,多云,学生票
4578,2024-01-12 14:05:00,西门,14,多云,成人票
4614,2024-01-12 15:05:00,西门,22,多云,成人票
4649,2024-01-12 16:05:00,南门,23,多云,成人票
4685,2024-01-12 17:05:00,南门,3,多云,学生票
4720,2024-01-12 18:05:00,东门,0,多云,成人票
4756,2024-01-13 08:05:00,东门,3,多云,成人票
4791,2024-01-13 09:00:00,西门,5,多云,学生票
4826,2024-01-13 10:00:00,南门,13,多云,成人票
4862,2024-01-13 11:00:00,南门,27,多云,学生票
4897,2024-01-13 12:00:00,东门,25,多云,团体票
4933,2024-01-13 13:00:00,东门,5,多云,团体票
4968,2024-01-13 13:55:00,西门,6,多云,成人票
5004,2024-01-13 14:55:00,西门,24,多云,学生票
5039,2024-01-13 15:55:00,南门,37,多云,成人票
5075,2024-01-13 16:55:00,南门,25,多云,团体票
5110,2024-01-13 17:55:00,东门,4,多云,成人票
5146,2024-01-13 18:55:00,东门,3,多云,学生票
5181,2024-01-14 08:50:00,西门,2,阴,学生票
5217,2024-01-14 09:50:00,西门,1,阴,成人票
5252,2024-01-14 10:50:00,南门,13,阴,成人票
5288,2024-01-14 11:50:00,南门,21,阴,成人票
5323,2024-01-14 12:50:00,东门,17,阴,成人票
5359,2024-01-14 13:50:00,东门,11,阴,成人票
5394,2024-01-14 14:45:00,西门,18,阴,学生票
5430,2024-01-14 15:45:00,西门,23,阴,成人票
5465,2024-01-14 16:45:00,南门,28,阴,学生票
5501,2024-01-14 17:45:00,南门,2,阴,团体票
5536,2024-01-14 18:45:00,东门,2,阴,团体票
5572,2024-01-15 08:45:00,东门,1,晴,成人票
5607,2024-01-15 09:40:00,西门,4,晴,成人票
5643,2024-01-15 10:40:00,西门,16,晴,成人票
5678,2024-01-15 11:40:00,南门,32,晴,团体票
5714,2024-01-15 12:40:00,南门,23,晴,成人票
5749,2024-01-15 13:40:00,东门,9,晴,团体票
5785,2024-01-15 14:40:00,东门,33,晴,成人票
5820,2024-01-15 15:35:00,西门,24,晴,团体票
5855,2024-01-15 16:35:00,南门,25,晴,学生票
5891,2024-01-15 17:35:00,南门,6,晴,成人票
5926,2024-01-15 18:35:00,东门,2,晴,成人票
5962,2024-01-16 08:35:00,东门,2,晴,学生票
5997,2024-01-16 09:30:00,西门,2,晴,成人票
6033,2024-01-16 10:30:00,西门,17,晴,学生票
6068,2024-01-16 11:30:00,南门,33,晴,成人票
6104,2024-01-16 12:30:00,南门,18,晴,成人票
6139,2024-01-16 13:30:00,东门,8,晴,成人票
6175,2024-01-16 14:30:00,东门,27,晴,成人票
6210,2024-01-16 15:25:00,西门,12,晴,成人票
6246,2024-01-16 16:25:00,西门,17,晴,成人票
6281,2024-01-16 17:25:00,南门,2,晴,成人票
6317,2024-01-16 18:25:00,南门,3,晴,成人票
6352,2024-01-17 08:25:00,东门,3,阴,学生票
6388,2024-01-17 09:25:00,东门,1,阴,成人票
6423,2024-01-17 10:20:00,西门,5,阴,成人票
6459,2024-01-17 11:20:00,西门,13,阴,学生票
6494,2024-01-17 12:20:00,南门,8,阴,学生票
6530,2024-01-17 13:20:00,南门,4,阴,团体票
6565,2024-01-17 14:20:00,东门,30,阴,成人票
6601,2024-01-17 15:20:00,东门,37,阴,成人票
6636,2024-01-17 16:15:00,西门,15,阴,成人票
6672,2024-01-17 17:15:00,西门,1,阴,成人票
6707,2024-01-17 18:15:00,南门,2,阴,学生票
6743,2024-01-18 08:15:00,南门,2,晴,成人票
6778,2024-01-18 09:15:00,东门,9,晴,成人票
6813,2024-01-18 10:10:00,西门,10,晴,成人票
6849,2024-01-18 11:10:00,西门,15,晴,学生票
6884,2024-01-18 12:10:00,南门,18,晴,成人票
6920,2024-01-18 13:10:00,南门,8,晴,成人票
6955,2024-01-18 14:10:00,东门,41,晴,成人票
6991,2024-01-18 15:10:00,东门,27,晴,成人票
7026,2024-01-18 16:05:00,西门,22,晴,学生票
7062,2024-01-18 17:05:00,西门,1,晴,学生票
7097,2024-01-18 18:05:00,南门,1,晴,学生票
7133,2024-01-19 08:05:00,南门,1,晴,学生票
7168,2024-01-19 09:05:00,东门,4,晴,成人票
7204,2024-01-19 10:05:00,东门,30,晴,成人票
7239,2024-01-19 11:00:00,西门,19,晴,成人票
7275,2024-01-19 12:00:00,西门,10,晴,成人票
7310,2024-01-19 13:00:00,南门,5,晴,成人票
7346,2024-01-19 14:00:00,南门,18,晴,成人票
7381,2024-01-19 15:00:00,东门,29,晴,成人票
7417,2024-01-19 16:00:00,东门,19,晴,成人票
7452,2024-01-19 16:55:00,西门,18,晴,团体票
7488,2024-01-19 17:55:00,西门,0,晴,团体票
7523,2024-01-19 18:55:00,南门,2,晴,成人票
7559,2024-01-20 08:55:00,南门,2,多云,成人票
7594,2024-01-20 09:55:00,东门,9,多云,学生票
7630,2024-01-20 10:55:00,东门,37,多云,成人票
7665,2024-01-20 11:50:00,西门,18,多云,团体票
7701,2024-01-20 12:50:00,西门,14,多云,学生票
7736,2024-01-20 13:50:00,南门,6,多云,成人票
7771,2024-01-20 14:50:00,东门,47,多云,成人票
7807,2024-01-20 15:50:00,东门,25,多云,团体票
7842,2024-01-20 16:45:00,西门,24,多云,学生票
7878,2024-01-20 17:45:00,西门,2,多云,团体票
7913,2024-01-20 18:45:00,南门,0,多云,成人票
7949,2024-01-21 08:45:00,南门,1,晴,团体票
7984,2024-01-21 09:45:00,东门,12,晴,学生票
8020,2024-01-21 10:45:00,东门,32,晴,学生票
8055,2024-01-21 11:40:00,西门,22,晴,成人票
8091,2024-01-21 12:40:00,西门,19,晴,学生票
8126,2024-01-21 13:40:00,南门,7,晴,学生票
8162,2024-01-21 14:40:00,南门,39,晴,团体票
8197,2024-01-21 15:40:00,东门,53,晴,成人票
8233,2024-01-21 16:40:00,东门,74,晴,成人票
8268,2024-01-21 17:35:00,西门,0,晴,成人票
8304,2024-01-21 18:35:00,西门,2,晴,团体票
8339,2024-01-22 08:35:00,南门,0,多云,学生票
8375,2024-01-22 09:35:00,南门,1,多云,成人票
8410,2024-01-22 10:35:00,东门,20,多云,成人票
8446,2024-01-22 11:35:00,东门,20,多云,成人票
8481,2024-01-22 12:30:00,西门,14,多云,成人票
8517,2024-01-22 13:30:00,西门,5,多云,团体票
8552,2024-01-22 14:30:00,南门,20,多云,学生票
8588,2024-01-22 15:30:00,南门,21,多云,成人票
8623,2024-01-22 16:30:00,东门,33,多云,学生票
8659,2024-01-22 17:30:00,东门,7,多云,成人票
8694,2024-01-22 18:25:00,西门,1,多云,成人票
8729,2024-01-23 08:25:00,南门,2,多云,成人票
8765,2024-01-23 09:25:00,南门,2,多云,学生票
8800,2024-01-23 10:25:00,东门,21,多云,学生票
8836,2024-01-23 11:25:00,东门,18,多云,学生票
8871,2024-01-23 12:20:00,西门,8,多云,成人票
8907,2024-01-23 13:20:00,西门,5,多云,成人票
8942,2024-01-23 14:20:00,南门,12,多云,成人票
8978,2024-01-23 15:20:00,南门,14,多云,学生票
9013,2024-01-23 16:20:00,东门,19,多云,成人票
9049,2024-01-23 17:20:00,东门,5,多云,团体票
9084,2024-01-23 18:15:00,西门,1,多云,成人票
9120,2024-01-24 08:15:00,西门,1,晴,学生票
9155,2024-01-24 09:15:00,南门,3,晴,成人票
9191,2024-01-24 10:15:00,南门,19,晴,学生票
9226,2024-01-24 11:15:00,东门,57,晴,成人票
9262,2024-01-24 12:15:00,东门,31,晴,成人票
9297,2024-01-24 13:10:00,西门,6,晴,成人票
9333,2024-01-24 14:10:00,西门,11,晴,成人票
9368,2024-01-24 15:10:00,南门,14,晴,学生票
9404,2024-01-24 16:10:00,南门,13,晴,成人票
9439,2024-01-24 17:10:00,东门,3,晴,成人票
9475,2024-01-24 18:10:00,东门,3,晴,成人票
9510,2024-01-25 08:05:00,西门,1,晴,成人票
9546,2024-01-25 09:05:00,西门,2,晴,成人票
9581,2024-01-25 10:05:00,南门,23,晴,成人票
9617,2024-01-25 11:05:00,南门,22,晴,成人票
9652,2024-01-25 12:05:00,东门,23,晴,成人票
9687,2024-01-25 13:00:00,西门,1,晴,成人票
9723,2024-01-25 14:00:00,西门,16,晴,学生票
9758,2024-01-25 15:00:00,南门,33,晴,成人票
9794,2024-01-25 16:00:00,南门,32,晴,成人票
9829,2024-01-25 17:00:00,东门,1,晴,成人票
9865,2024-01-25 18:00:00,东门,1,晴,成人票
9900,2024-01-25 18:55:00,西门,0,晴,成人票
9936,2024-01-26 08:55:00,西门,2,晴,成人票
9971,2024-01-26 09:55:00,南门,1,晴,学生票
10007,2024-01-26 10:55:00,南门,31,晴,团体票
10042,2024-01-26 11:55:00,东门,48,晴,成人票
10078,2024-01-26 12:55:00,东门,25,晴,团体票
10113,2024-01-26 13:50:00,西门,5,晴,成人票
10149,2024-01-26 14:50:00,西门,11,晴,成人票
10184,2024-01-26 15:50:00,南门,17,晴,团体票
10220,2024-01-26 16:50:00,南门,15,晴,成人票
10255,2024-01-26 17:50:00,东门,2,晴,成人票
10291,2024-01-26 18:50:00,东门,5,晴,学生票
10326,2024-01-27 08:45:00,西门,2,多云,成人票
10362,2024-01-27 09:45:00,西门,3,多云,团体票
10397,2024-01-27 10:45:00,南门,19,多云,成人票
10433,2024-01-27 11:45:00,南门,26,多云,成人票
10468,2024-01-27 12:45:00,东门,26,多云,团体票
10504,2024-01-27 13:45:00,东门,5,多云,团体票
10539,2024-01-27 14:40:00,西门,14,多云,成人票
10575,2024-01-27 15:40:00,西门,30,多云,成人票
10610,2024-01-27 16:40:00,南门,14,多云,成人票
10645,2024-01-27 17:40:00,东门,2,多云,团体票
10681,2024-01-27 18:40:00,东门,0,多云,团体票
10716,2024-01-28 08:35:00,西门,0,多云,团体票
10752,2024-01-28 09:35:00,西门,4,多云,学生票
10787,2024-01-28 10:35:00,南门,32,多云,成人票
10823,2024-01-28 11:35:00,南门,42,多云,学生票
10858,2024-01-28 12:35:00,东门,28,多云,学生票
10894,2024-01-28 13:35:00,东门,5,多云,学生票
10929,2024-01-28 14:30:00,西门,16,多云,成人票
10965,2024-01-28 15:30:00,西门,27,多云,学生票
11000,2024-01-28 16:30:00,南门,28,多云,团体票
11036,2024-01-28 17:30:00,南门,2,多云,成人票
11071,2024-01-28 18:30:00,东门,3,多云,学生票
11107,2024-01-29 08:30:00,东门,1,晴,成人票
11142,2024-01-29 09:25:00,西门,3,晴,成人票
11178,2024-01-29 10:25:00,西门,17,晴,学生票
11213,2024-01-29 11:25:00,南门,31,晴,学生票
11249,2024-01-29 12:25:00,南门,13,晴,成人票
11284,2024-01-29 13:25:00,东门,6,晴,学生票
11320,2024-01-29 14:25:00,东门,38,晴,学生票
11355,2024-01-29 15:20:00,西门,24,晴,成人票
11391,2024-01-29 16:20:00,西门,15,晴,学生票
11426,2024-01-29 17:20:00,南门,2,晴,成人票
11462,2024-01-29 18:20:00,南门,0,晴,成人票
11497,2024-01-30 08:20:00,东门,1,晴,成人票
11533,2024-01-30 09:20:00,东门,8,晴,成人票
11568,2024-01-30 10:15:00,西门,20,晴,学生票
11603,2024-01-30 11:15:00,南门,38,晴,成人票
11639,2024-01-30 12:15:00,南门,20,晴,成人票
11674,2024-01-30 13:15:00,东门,7,晴,成人票
11710,2024-01-30 14:15:00,东门,19,晴,学生票
11745,2024-01-30 15:10:00,西门,16,晴,成人票
11781,2024-01-30 16:10:00,西门,16,晴,学生票
11816,2024-01-30 17:10:00,南门,2,晴,学生票
11852,2024-01-30 18:10:00,南门,1,晴,成人票
11887,2024-01-31 08:10:00,东门,2,晴,学生票
11923,2024-01-31 09:10:00,东门,3,晴,团体票
11958,2024-01-31 10:05:00,西门,15,晴,成人票
11994,2024-01-31 11:05:00,西门,12,晴,成人票
12029,2024-01-31 12:05:00,南门,13,晴,成人票
12065,2024-01-31 13:05:00,南门,8,晴,成人票
12100,2024-01-31 14:05:00,东门,25,晴,成人票
12136,2024-01-31 15:05:00,东门,37,晴,成人票
12171,2024-01-31 16:00:00,西门,17,晴,成人票
12207,2024-01-31 17:00:00,西门,2,晴,学生票
12242,2024-01-31 18:00:00,南门,2,晴,成人票
12278,2024-02-01 08:00:00,南门,2,小雨,成人票
12313,2024-02-01 09:00:00,东门,3,小雨,成人票
12349,2024-02-01 10:00:00,东门,18,小雨,学生票
12384,2024-02-01 10:55:00,西门,7,小雨,团体票
12420,2024-02-01 11:55:00,西门,10,小雨,学生票
12455,2024-02-01 12:55:00,南门,6,小雨,学生票
12491,2024-02-01 13:55:00,南门,2,小雨,成人票
12526,2024-02-01 14:55:00,东门,20,小雨,团体票
12561,2024-02-01 15:50:00,西门,12,小雨,成人票
12597,2024-02-01 16:50:00,西门,6,小雨,学生票
12632,2024-02-01 17:50:00,南门,2,小雨,学生票
12668,2024-02-01 18:50:00,南门,0,小雨,学生票
12703,2024-02-02 08:50:00,东门,0,小雨,成人票
12739,2024-02-02 09:50:00,东门,1,小雨,成人票
12774,2024-02-02 10:45:00,西门,10,小雨,学生票
12810,2024-02-02 11:45:00,西门,6,小雨,团体票
12845,2024-02-02 12:45:00,南门,6,小雨,成人票
12881,2024-02-02 13:45:00,南门,3,小雨,学生票
12916,2024-02-02 14:45:00,东门,14,小雨,成人票
12952,2024-02-02 15:45:00,东门,13,小雨,成人票
12987,2024-02-02 16:40:00,西门,11,小雨,成人票
13023,2024-02-02 17:40:00,西门,1,小雨,学生票
13058,2024-02-02 18:40:00,南门,1,小雨,成人票
13094,2024-02-03 08:40:00,南门,3,晴,成人票
13129,2024-02-03 09:40:00,东门,9,晴,成人票
13165,2024-02-03 10:40:00,东门,42,晴,成人票
13200,2024-02-03 11:35:00,西门,31,晴,团体票
13236,2024-02-03 12:35:00,西门,15,晴,团体票
13271,2024-02-03 13:35:00,南门,3,晴,团体票
13307,2024-02-03 14:35:00,南门,20,晴,成人票
13342,2024-02-03 15:35:00,东门,60,晴,成人票
13378,2024-02-03 16:35:00,东门,39,晴,成人票
13413,2024-02-03 17:30:00,西门,3,晴,成人票
13449,2024-02-03 18:30:00,西门,2,晴,学生票
13484,2024-02-04 08:30:00,南门,0,阴,学生票
13519,2024-02-04 09:30:00,东门,5,阴,学生票
13555,2024-02-04 10:30:00,东门,37,阴,学生票
13590,2024-02-04 11:25:00,西门,11,阴,团体票
13626,2024-02-04 12:25:00,西门,8,阴,团体票
13661,2024-02-04 13:25:00,南门,4,阴,成人票
13697,2024-02-04 14:25:00,南门,16,阴,团体票
13732,2024-02-04 15:25:00,东门,26,阴,成人票
13768,2024-02-04 16:25:00,东门,43,阴,团体票
13803,2024-02-04 17:20:00,西门,0,阴,学生票
13839,2024-02-04 18:20:00,西门,1,阴,团体票
13874,2024-02-05 08:20:00,南门,3,多云,成人票
13910,2024-02-05 09:20:00,南门,6,多云,学生票
13945,2024-02-05 10:20:00,东门,17,多云,团体票
13981,2024-02-05 11:20:00,东门,31,多云,学生票
14016,2024-02-05 12:15:00,西门,12,多云,成人票
14052,2024-02-05 13:15:00,西门,4,多云,成人票
14087,2024-02-05 14:15:00,南门,22,多云,成人票
14123,2024-02-05 15:15:00,南门,18,多云,成人票
14158,2024-02-05 16:15:00,东门,38,多云,成人票
14194,2024-02-05 17:15:00,东门,6,多云,成人票
14229,2024-02-05 18:10:00,西门,1,多云,成人票
14265,2024-02-06 08:10:00,西门,1,多云,学生票
14300,2024-02-06 09:10:00,南门,2,多云,成人票
14336,2024-02-06 10:10:00,南门,22,多云,学生票
14371,2024-02-06 11:10:00,东门,46,多云,团体票
14407,2024-02-06 12:10:00,东门,24,多云,学生票
14442,2024-02-06 13:05:00,西门,4,多云,团体票
14477,2024-02-06 14:05:00,南门,14,多云,学生票
14513,2024-02-06 15:05:00,南门,22,多云,团体票
14548,2024-02-06 16:05:00,东门,18,多云,成人票
14584,2024-02-06 17:05:00,东门,2,多云,成人票
14619,2024-02-06 18:00:00,西门,1,多云,团体票
14655,2024-02-07 08:00:00,西门,1,晴,成人票
14690,2024-02-07 09:00:00,南门,3,晴,成人票
14726,2024-02-07 10:00:00,南门,12,晴,成人票
14761,2024-02-07 11:00:00,东门,47,晴,成人票
14797,2024-02-07 12:00:00,东门,14,晴,成人票
14832,2024-02-07 12:55:00,西门,7,晴,成人票
14868,2024-02-07 13:55:00,西门,3,晴,成人票
14903,2024-02-07 14:55:00,南门,18,晴,成人票
14939,2024-02-07 15:55:00,南门,16,晴,成人票
14974,2024-02-07 16:55:00,东门,34,晴,团体票
15010,2024-02-07 17:55:00,东门,5,晴,成人票
15045,2024-02-07 18:50:00,西门,1,晴,学生票
15081,2024-02-08 08:50:00,西门,0,多云,成人票
15116,2024-02-08 09:50:00,南门,1,多云,成人票
15152,2024-02-08 10:50:00,南门,11,多云,成人票
15187,2024-02-08 11:50:00,东门,21,多云,成人票
15223,2024-02-08 12:50:00,东门,24,多云,成人票
15258,2024-02-08 13:45:00,西门,4,多云,成人票
15294,2024-02-08 14:45:00,西门,10,多云,成人票
15329,2024-02-08 15:45:00,南门,33,多云,学生票
15365,2024-02-08 16:45:00,南门,12,多云,学生票
15400,2024-02-08 17:45:00,东门,6,多云,学生票
15435,2024-02-08 18:40:00,西门,0,多云,团体票
15471,2024-02-09 08:40:00,西门,2,小雨,成人票
15506,2024-02-09 09:40:00,南门,0,小雨,成人票
15542,2024-02-09 10:40:00,南门,10,小雨,成人票
15577,2024-02-09 11:40:00,东门,9,小雨,成人票
15613,2024-02-09 12:40:00,东门,12,小雨,学生票
15648,2024-02-09 13:35:00,西门,2,小雨,成人票
15684,2024-02-09 14:35:00,西门,6,小雨,学生票
15719,2024-02-09 15:35:00,南门,12,小雨,成人票
15755,2024-02-09 16:35:00,南门,8,小雨,成人票
15790,2024-02-09 17:35:00,东门,3,小雨,团体票
15826,2024-02-09 18:35:00,东门,1,小雨,成人票
15861,2024-02-10 08:30:00,西门,0,小雨,学生票
15897,2024-02-10 09:30:00,西门,0,小雨,成人票
15932,2024-02-10 10:30:00,南门,12,小雨,学生票
15968,2024-02-10 11:30:00,南门,14,小雨,成人票
16003,2024-02-10 12:30:00,东门,23,小雨,成人票
16039,2024-02-10 13:30:00,东门,6,小雨,成人票
16074,2024-02-10 14:25:00,西门,8,小雨,成人票
16110,2024-02-10 15:25:00,西门,11,小雨,成人票
16145,2024-02-10 16:25:00,南门,14,小雨,团体票
16181,2024-02-10 17:25:00,南门,5,小雨,成人票
16216,2024-02-10 18:25:00,东门,2,小雨,成人票
16252,2024-02-11 08:25:00,东门,4,多云,成人票
16287,2024-02-11 09:20:00,西门,3,多云,学生票
16323,2024-02-11 10:20:00,西门,13,多云,学生票
16358,2024-02-11 11:20:00,南门,37,多云,成人票
16393,2024-02-11 12:20:00,东门,27,多云,成人票
16429,2024-02-11 13:20:00,东门,6,多云,成人票
16464,2024-02-11 14:15:00,西门,18,多云,成人票
16500,2024-02-11 15:15:00,西门,30,多云,成人票
16535,2024-02-11 16:15:00,南门,36,多云,学生票
16571,2024-02-11 17:15:00,南门,4,多云,学生票
16606,2024-02-11 18:15:00,东门,1,多云,成人票
16642,2024-02-12 08:15:00,东门,1,晴,团体票
16677,2024-02-12 09:10:00,西门,4,晴,成人票
16713,2024-02-12 10:10:00,西门,15,晴,成人票
16748,2024-02-12 11:10:00,南门,33,晴,成人票
16784,2024-02-12 12:10:00,南门,17,晴,成人票
16819,2024-02-12 13:10:00,东门,3,晴,成人票
16855,2024-02-12 14:10:00,东门,33,晴,成人票
16890,2024-02-12 15:05:00,西门,14,晴,学生票
16926,2024-02-12 16:05:00,西门,9,晴,学生票
16961,2024-02-12 17:05:00,南门,1,晴,成人票
16997,2024-02-12 18:05:00,南门,1,晴,成人票
17032,2024-02-13 08:05:00,东门,2,晴,学生票
17068,2024-02-13 09:05:00,东门,9,晴,成人票
17103,2024-02-13 10:00:00,西门,14,晴,成人票
17139,2024-02-13 11:00:00,西门,20,晴,成人票
17174,2024-02-13 12:00:00,南门,11,晴,学生票
17210,2024-02-13 13:00:00,南门,5,晴,团体票
17245,2024-02-13 14:00:00,东门,18,晴,成人票
17281,2024-02-13 15:00:00,东门,24,晴,成人票
17316,2024-02-13 15:55:00,西门,10,晴,学生票
17352,2024-02-13 16:55:00,西门,13,晴,团体票
17387,2024-02-13 17:55:00,南门,4,晴,团体票
17422,2024-02-13 18:55:00,东门,0,晴,成人票
17458,2024-02-14 08:55:00,东门,3,多云,成人票
17493,2024-02-14 09:50:00,西门,0,多云,团体票
17529,2024-02-14 10:50:00,西门,10,多云,学生票
17564,2024-02-14 11:50:00,南门,26,多云,成人票
17600,2024-02-14 12:50:00,南门,16,多云,学生票
